node1	node2
b4100	b4101	
b4112	b4113	
b4122	b4151	
b4122	b4152	
b4122	b4153	
b4122	b4154	
b4124	b4125	
b4129	b4258	
b4151	b4152	
b4151	b4153	
b4151	b4154	
b4152	b4153	
b4152	b4154	
b4153	b4154	
b4177	b4238	
b4192	b4196	
b4192	b4197	
b4192	b4198	
b4196	b4197	
b4196	b4198	
b4197	b4198	
b4244	b4245	
b4266	b4267	
b4266	b4268	
b4267	b4268	
b4322	b4323	
b4374	b4384	
b4381	b4382	
b4381	b4383	
b4381	b4384	
b4382	b4383	
b4383	b4384	
b4398	b4399	
b4467	b4468	
b4477	b4478	
