"Uni_N1","Uni_N2"
"eco:b2801","eco:H+"
"eco:b2801","eco:L-Fucose"
"eco:b2801","eco:H+"
"eco:b2801","eco:L-Fucose"
"eco:b1876","eco:AMP"
"eco:b1876","eco:tRNA(Arg)"
"eco:b1876","eco:Diphosphate"
"eco:b1876","eco:L-Arginyl-tRNA(Arg)"
"eco:b1876","eco:ATP"
"eco:b1876","eco:L-Arginine"
"eco:b2920","eco:Propionate (n-C3:0)"
"eco:b2920","eco:Succinyl-CoA"
"eco:b2920","eco:Succinate"
"eco:b2920","eco:Propanoyl-CoA"
"eco:b1684","eco:SufBCD scaffold complex"
"eco:b1683","eco:SufBCD scaffold complex"
"eco:b1682","eco:SufBCD scaffold complex"
"eco:b1681","eco:SufBCD scaffold complex"
"eco:b1684","eco:H+"
"eco:b1683","eco:H+"
"eco:b1682","eco:H+"
"eco:b1681","eco:H+"
"eco:b1684","eco:[2Fe-2S] iron-sulfur cluster"
"eco:b1683","eco:[2Fe-2S] iron-sulfur cluster"
"eco:b1682","eco:[2Fe-2S] iron-sulfur cluster"
"eco:b1681","eco:[2Fe-2S] iron-sulfur cluster"
"eco:b1684","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1683","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1682","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1681","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:s0001","eco:CO2"
"eco:s0001","eco:CO2"
"eco:b0507","eco:Glyoxylate"
"eco:b0507","eco:CO2"
"eco:b0507","eco:2-Hydroxy-3-oxopropanoate"
"eco:b0507","eco:H+"
"eco:b0198","eco:L-Methionine"
"eco:b0199","eco:L-Methionine"
"eco:b0197","eco:L-Methionine"
"eco:b0198","eco:H+"
"eco:b0199","eco:H+"
"eco:b0197","eco:H+"
"eco:b0198","eco:Phosphate"
"eco:b0199","eco:Phosphate"
"eco:b0197","eco:Phosphate"
"eco:b0198","eco:ATP"
"eco:b0199","eco:ATP"
"eco:b0197","eco:ATP"
"eco:b0198","eco:ADP"
"eco:b0199","eco:ADP"
"eco:b0197","eco:ADP"
"eco:b0198","eco:L-Methionine"
"eco:b0199","eco:L-Methionine"
"eco:b0197","eco:L-Methionine"
"eco:b0198","eco:H2O"
"eco:b0199","eco:H2O"
"eco:b0197","eco:H2O"
"eco:s0001","eco:Ethanol"
"eco:s0001","eco:Ethanol"
"eco:b2744","eco:Inosine"
"eco:b0480","eco:Inosine"
"eco:b4055","eco:Inosine"
"eco:b2744","eco:IMP"
"eco:b0480","eco:IMP"
"eco:b4055","eco:IMP"
"eco:b2744","eco:H2O"
"eco:b0480","eco:H2O"
"eco:b4055","eco:H2O"
"eco:b2744","eco:Phosphate"
"eco:b0480","eco:Phosphate"
"eco:b4055","eco:Phosphate"
"eco:b3805","eco:Ammonium"
"eco:b3805","eco:Hydroxymethylbilane"
"eco:b3805","eco:Porphobilinogen"
"eco:b3805","eco:H2O"
"eco:D-tartrate exchange","eco:D-tartrate"
"eco:b1106","eco:H+"
"eco:b1106","eco:Thiamin monophosphate"
"eco:b1106","eco:ADP"
"eco:b1106","eco:Thiamin"
"eco:b1106","eco:ATP"
"eco:Fe-enterobactin exchange","eco:Fe-enterobactin"
"eco:b2750","eco:3'-Phosphoadenylyl sulfate"
"eco:b2750","eco:H+"
"eco:b2750","eco:ADP"
"eco:b2750","eco:ATP"
"eco:b2750","eco:Adenosine 5'-phosphosulfate"
"eco:b0494","eco:H2O"
"eco:b0494","eco:1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)"
"eco:b0494","eco:H+"
"eco:b0494","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b0494","eco:Dodecanoate (n-C12:0)"
"eco:b0914","eco:Phosphate"
"eco:b0914","eco:H+"
"eco:b0914","eco:phosphatidylethanolamine (didodecanoyl, n-C12:0)"
"eco:b0914","eco:ATP"
"eco:b0914","eco:phosphatidylethanolamine (didodecanoyl, n-C12:0)"
"eco:b0914","eco:ADP"
"eco:b0914","eco:H2O"
"eco:b3771","eco:H2O"
"eco:b3771","eco:(S)-3-Methyl-2-oxopentanoate"
"eco:b3771","eco:(R)-2,3-Dihydroxy-3-methylpentanoate"
"eco:sulfoacetate exchange","eco:sulfoacetate"
"eco:b0241","eco:Ethanol"
"eco:b0929","eco:Ethanol"
"eco:b1377","eco:Ethanol"
"eco:b2215","eco:Ethanol"
"eco:b0241","eco:Ethanol"
"eco:b0929","eco:Ethanol"
"eco:b1377","eco:Ethanol"
"eco:b2215","eco:Ethanol"
"eco:b2323","eco:CO2"
"eco:b2323","eco:acyl carrier protein"
"eco:b2323","eco:3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]"
"eco:b2323","eco:Malonyl-[acyl-carrier protein]"
"eco:b2323","eco:H+"
"eco:b2323","eco:cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)"
"eco:b3172","eco:H+"
"eco:b3172","eco:N(omega)-(L-Arginino)succinate"
"eco:b3172","eco:AMP"
"eco:b3172","eco:Diphosphate"
"eco:b3172","eco:L-Aspartate"
"eco:b3172","eco:L-Citrulline"
"eco:b3172","eco:ATP"
"eco:b2744","eco:Xanthosine 5'-phosphate"
"eco:b0480","eco:Xanthosine 5'-phosphate"
"eco:b4055","eco:Xanthosine 5'-phosphate"
"eco:b2744","eco:H2O"
"eco:b0480","eco:H2O"
"eco:b4055","eco:H2O"
"eco:b2744","eco:Xanthosine"
"eco:b0480","eco:Xanthosine"
"eco:b4055","eco:Xanthosine"
"eco:b2744","eco:Phosphate"
"eco:b0480","eco:Phosphate"
"eco:b4055","eco:Phosphate"
"eco:b3403","eco:ADP"
"eco:b3403","eco:Oxaloacetate"
"eco:b3403","eco:CO2"
"eco:b3403","eco:Phosphoenolpyruvate"
"eco:b3403","eco:ATP"
"eco:b0241","eco:L-Fucose"
"eco:b0929","eco:L-Fucose"
"eco:b1377","eco:L-Fucose"
"eco:b2215","eco:L-Fucose"
"eco:b0241","eco:L-Fucose"
"eco:b0929","eco:L-Fucose"
"eco:b1377","eco:L-Fucose"
"eco:b2215","eco:L-Fucose"
"eco:Ferrichrome minus Fe(III) exchange","eco:Ferrichrome minus Fe(III)"
"eco:b2114","eco:Diphosphate"
"eco:b2114","eco:L-Methionyl-tRNA (Met)"
"eco:b2114","eco:L-Methionine"
"eco:b2114","eco:ATP"
"eco:b2114","eco:AMP"
"eco:b2114","eco:tRNA(Met)"
"eco:b2827","eco:7,8-Dihydrofolate"
"eco:b2827","eco:5,10-Methylenetetrahydrofolate"
"eco:b2827","eco:dTMP"
"eco:b2827","eco:dUMP"
"eco:b0241","eco:CO2"
"eco:b0929","eco:CO2"
"eco:b1377","eco:CO2"
"eco:b2215","eco:CO2"
"eco:b0241","eco:CO2"
"eco:b0929","eco:CO2"
"eco:b1377","eco:CO2"
"eco:b2215","eco:CO2"
"eco:b0241","eco:L-Glutamate"
"eco:b0929","eco:L-Glutamate"
"eco:b1377","eco:L-Glutamate"
"eco:b2215","eco:L-Glutamate"
"eco:b0241","eco:L-Glutamate"
"eco:b0929","eco:L-Glutamate"
"eco:b1377","eco:L-Glutamate"
"eco:b2215","eco:L-Glutamate"
"eco:b0349","eco:H+"
"eco:b0349","eco:Fumarate"
"eco:b0349","eco:2-hydroxy-6-ketononatrienedioate"
"eco:b0349","eco:2-Oxopent-4-enoate"
"eco:b0349","eco:H2O"
"eco:b0766","eco:Phosphate"
"eco:b0766","eco:Pyridoxine"
"eco:b0766","eco:Pyridoxine 5'-phosphate"
"eco:b0766","eco:H2O"
"eco:b3771","eco:(R)-2,3-Dihydroxy-3-methylbutanoate"
"eco:b3771","eco:H2O"
"eco:b3771","eco:3-Methyl-2-oxobutanoate"
"eco:b3807","eco:SufSE sulfur acceptor complex"
"eco:b1683","eco:SufSE sulfur acceptor complex"
"eco:b1682","eco:SufSE sulfur acceptor complex"
"eco:b1681","eco:SufSE sulfur acceptor complex"
"eco:b1679","eco:SufSE sulfur acceptor complex"
"eco:b1680","eco:SufSE sulfur acceptor complex"
"eco:b3807","eco:SufBCD with two bound [2Fe-2S] clusters"
"eco:b1683","eco:SufBCD with two bound [2Fe-2S] clusters"
"eco:b1682","eco:SufBCD with two bound [2Fe-2S] clusters"
"eco:b1681","eco:SufBCD with two bound [2Fe-2S] clusters"
"eco:b1679","eco:SufBCD with two bound [2Fe-2S] clusters"
"eco:b1680","eco:SufBCD with two bound [2Fe-2S] clusters"
"eco:b3807","eco:ADP"
"eco:b1683","eco:ADP"
"eco:b1682","eco:ADP"
"eco:b1681","eco:ADP"
"eco:b1679","eco:ADP"
"eco:b1680","eco:ADP"
"eco:b3807","eco:SufSE with bound sulfur"
"eco:b1683","eco:SufSE with bound sulfur"
"eco:b1682","eco:SufSE with bound sulfur"
"eco:b1681","eco:SufSE with bound sulfur"
"eco:b1679","eco:SufSE with bound sulfur"
"eco:b1680","eco:SufSE with bound sulfur"
"eco:b3807","eco:Phosphate"
"eco:b1683","eco:Phosphate"
"eco:b1682","eco:Phosphate"
"eco:b1681","eco:Phosphate"
"eco:b1679","eco:Phosphate"
"eco:b1680","eco:Phosphate"
"eco:b3807","eco:Flavin adenine dinucleotide oxidized"
"eco:b1683","eco:Flavin adenine dinucleotide oxidized"
"eco:b1682","eco:Flavin adenine dinucleotide oxidized"
"eco:b1681","eco:Flavin adenine dinucleotide oxidized"
"eco:b1679","eco:Flavin adenine dinucleotide oxidized"
"eco:b1680","eco:Flavin adenine dinucleotide oxidized"
"eco:b3807","eco:H+"
"eco:b1683","eco:H+"
"eco:b1682","eco:H+"
"eco:b1681","eco:H+"
"eco:b1679","eco:H+"
"eco:b1680","eco:H+"
"eco:b3807","eco:Flavin adenine dinucleotide reduced"
"eco:b1683","eco:Flavin adenine dinucleotide reduced"
"eco:b1682","eco:Flavin adenine dinucleotide reduced"
"eco:b1681","eco:Flavin adenine dinucleotide reduced"
"eco:b1679","eco:Flavin adenine dinucleotide reduced"
"eco:b1680","eco:Flavin adenine dinucleotide reduced"
"eco:b3807","eco:ATP"
"eco:b1683","eco:ATP"
"eco:b1682","eco:ATP"
"eco:b1681","eco:ATP"
"eco:b1679","eco:ATP"
"eco:b1680","eco:ATP"
"eco:b3807","eco:H2O"
"eco:b1683","eco:H2O"
"eco:b1682","eco:H2O"
"eco:b1681","eco:H2O"
"eco:b1679","eco:H2O"
"eco:b1680","eco:H2O"
"eco:b3807","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1683","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1682","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1681","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1679","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1680","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b3807","eco:Fe2+"
"eco:b1683","eco:Fe2+"
"eco:b1682","eco:Fe2+"
"eco:b1681","eco:Fe2+"
"eco:b1679","eco:Fe2+"
"eco:b1680","eco:Fe2+"
"eco:b0494","eco:octadecenoate (n-C18:1)"
"eco:b0494","eco:H2O"
"eco:b0494","eco:1-octadec-11-enoyl-sn-glycerol 3-phosphate"
"eco:b0494","eco:H+"
"eco:b0494","eco:Glycerol 3-phosphate"
"eco:b0469","eco:Diphosphate"
"eco:b0469","eco:AMP"
"eco:b0469","eco:5-Phospho-alpha-D-ribose 1-diphosphate"
"eco:b0469","eco:Adenine"
"eco:Sucrose exchange","eco:Sucrose"
"eco:b3639","eco:H+"
"eco:b3639","eco:N-((R)-4-Phosphopantothenoyl)-L-cysteine"
"eco:b3639","eco:Pantetheine 4'-phosphate"
"eco:b3639","eco:CO2"
"eco:b0241","eco:ethanesulfonate"
"eco:b0929","eco:ethanesulfonate"
"eco:b1377","eco:ethanesulfonate"
"eco:b2215","eco:ethanesulfonate"
"eco:b0241","eco:ethanesulfonate"
"eco:b0929","eco:ethanesulfonate"
"eco:b1377","eco:ethanesulfonate"
"eco:b2215","eco:ethanesulfonate"
"eco:b2744","eco:Xanthosine"
"eco:b0480","eco:Xanthosine"
"eco:b4055","eco:Xanthosine"
"eco:b2744","eco:Phosphate"
"eco:b0480","eco:Phosphate"
"eco:b4055","eco:Phosphate"
"eco:b2744","eco:Xanthosine 5'-phosphate"
"eco:b0480","eco:Xanthosine 5'-phosphate"
"eco:b4055","eco:Xanthosine 5'-phosphate"
"eco:b2744","eco:H2O"
"eco:b0480","eco:H2O"
"eco:b4055","eco:H2O"
"eco:b2323","eco:CO2"
"eco:b1095","eco:CO2"
"eco:b2323","eco:acyl carrier protein"
"eco:b1095","eco:acyl carrier protein"
"eco:b2323","eco:Dodecanoyl-ACP (n-C12:0ACP)"
"eco:b1095","eco:Dodecanoyl-ACP (n-C12:0ACP)"
"eco:b2323","eco:3-Oxotetradecanoyl-[acyl-carrier protein]"
"eco:b1095","eco:3-Oxotetradecanoyl-[acyl-carrier protein]"
"eco:b2323","eco:Malonyl-[acyl-carrier protein]"
"eco:b1095","eco:Malonyl-[acyl-carrier protein]"
"eco:b2323","eco:H+"
"eco:b1095","eco:H+"
"eco:b4382","eco:Thymidine"
"eco:b4382","eco:Phosphate"
"eco:b4382","eco:Thymine"
"eco:b4382","eco:2-Deoxy-D-ribose 1-phosphate"
"eco:Ferrichrome exchange","eco:Ferrichrome"
"eco:b0463","eco:H+"
"eco:b0462","eco:H+"
"eco:b3035","eco:H+"
"eco:b2470","eco:H+"
"eco:b0463","eco:Chloramphenicol"
"eco:b0462","eco:Chloramphenicol"
"eco:b3035","eco:Chloramphenicol"
"eco:b2470","eco:Chloramphenicol"
"eco:b0463","eco:Chloramphenicol"
"eco:b0462","eco:Chloramphenicol"
"eco:b3035","eco:Chloramphenicol"
"eco:b2470","eco:Chloramphenicol"
"eco:b0463","eco:H+"
"eco:b0462","eco:H+"
"eco:b3035","eco:H+"
"eco:b2470","eco:H+"
"eco:b3653","eco:Sodium"
"eco:b3653","eco:L-Glutamate"
"eco:b3653","eco:Sodium"
"eco:b3653","eco:L-Glutamate"
"eco:b3960","eco:Fumarate"
"eco:b3960","eco:L-Arginine"
"eco:b3960","eco:N(omega)-(L-Arginino)succinate"
"eco:formate-tetrahydrofolate ligase","eco:10-Formyltetrahydrofolate"
"eco:formate-tetrahydrofolate ligase","eco:5,6,7,8-Tetrahydrofolate"
"eco:formate-tetrahydrofolate ligase","eco:Phosphate"
"eco:formate-tetrahydrofolate ligase","eco:ADP"
"eco:formate-tetrahydrofolate ligase","eco:Formate"
"eco:formate-tetrahydrofolate ligase","eco:ATP"
"eco:b1778","eco:Oxidized thioredoxin"
"eco:b2582","eco:Oxidized thioredoxin"
"eco:b3781","eco:Oxidized thioredoxin"
"eco:b1778","eco:L-methionine-R-sulfoxide"
"eco:b2582","eco:L-methionine-R-sulfoxide"
"eco:b3781","eco:L-methionine-R-sulfoxide"
"eco:b1778","eco:L-Methionine"
"eco:b2582","eco:L-Methionine"
"eco:b3781","eco:L-Methionine"
"eco:b1778","eco:H2O"
"eco:b2582","eco:H2O"
"eco:b3781","eco:H2O"
"eco:b1778","eco:Reduced thioredoxin"
"eco:b2582","eco:Reduced thioredoxin"
"eco:b3781","eco:Reduced thioredoxin"
"eco:b0349","eco:H+"
"eco:b0349","eco:2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate"
"eco:b0349","eco:Succinate"
"eco:b0349","eco:2-Oxopent-4-enoate"
"eco:b0349","eco:H2O"
"eco:b0494","eco:octadecanoate (n-C18:0)"
"eco:b0494","eco:1-octadecanoyl-sn-glycerol 3-phosphate"
"eco:b0494","eco:H+"
"eco:b0494","eco:Glycerol 3-phosphate"
"eco:b0494","eco:H2O"
"eco:Succinate exchange","eco:Succinate"
"eco:b3397","eco:AMP"
"eco:b3034","eco:AMP"
"eco:b3397","eco:H2O"
"eco:b3034","eco:H2O"
"eco:b3397","eco:alpha-D-Ribose 5-phosphate"
"eco:b3034","eco:alpha-D-Ribose 5-phosphate"
"eco:b3397","eco:H+"
"eco:b3034","eco:H+"
"eco:b3397","eco:ADPribose"
"eco:b3034","eco:ADPribose"
"eco:b1393","eco:(3S)-3-Hydroxyadipyl-CoA"
"eco:b1393","eco:H2O"
"eco:b1393","eco:2,3-dehydroadipyl-CoA"
"eco:b0052","eco:Pyridoxine 5'-phosphate"
"eco:b2564","eco:Pyridoxine 5'-phosphate"
"eco:b0052","eco:Phosphate"
"eco:b2564","eco:Phosphate"
"eco:b0052","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b2564","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b0052","eco:O-Phospho-4-hydroxy-L-threonine"
"eco:b2564","eco:O-Phospho-4-hydroxy-L-threonine"
"eco:b0052","eco:Nicotinamide adenine dinucleotide"
"eco:b2564","eco:Nicotinamide adenine dinucleotide"
"eco:b0052","eco:H2O"
"eco:b2564","eco:H2O"
"eco:b0052","eco:CO2"
"eco:b2564","eco:CO2"
"eco:b0052","eco:H+"
"eco:b2564","eco:H+"
"eco:b0052","eco:1-deoxy-D-xylulose 5-phosphate"
"eco:b2564","eco:1-deoxy-D-xylulose 5-phosphate"
"eco:b0241","eco:L-Histidine"
"eco:b0929","eco:L-Histidine"
"eco:b1377","eco:L-Histidine"
"eco:b2215","eco:L-Histidine"
"eco:b0241","eco:L-Histidine"
"eco:b0929","eco:L-Histidine"
"eco:b1377","eco:L-Histidine"
"eco:b2215","eco:L-Histidine"
"eco:b4077","eco:H+"
"eco:b4077","eco:L-Glutamate"
"eco:b4077","eco:H+"
"eco:b4077","eco:L-Glutamate"
"eco:b1238","eco:H+"
"eco:b1238","eco:ATP"
"eco:b1238","eco:Thymidine"
"eco:b1238","eco:dTMP"
"eco:b1238","eco:ADP"
"eco:b2323","eco:CO2"
"eco:b2323","eco:acyl carrier protein"
"eco:b2323","eco:H+"
"eco:b2323","eco:cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)"
"eco:b2323","eco:3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]"
"eco:b2323","eco:Malonyl-[acyl-carrier protein]"
"eco:b1605","eco:L-Arginine"
"eco:b1605","eco:Ornithine"
"eco:b1605","eco:Ornithine"
"eco:b1605","eco:L-Arginine"
"eco:Fe(III)hydoxamate, unloaded exchange","eco:Fe(III)hydoxamate, unloaded"
"eco:b3807","eco:SufSE sulfur acceptor complex"
"eco:b1683","eco:SufSE sulfur acceptor complex"
"eco:b1682","eco:SufSE sulfur acceptor complex"
"eco:b1681","eco:SufSE sulfur acceptor complex"
"eco:b1679","eco:SufSE sulfur acceptor complex"
"eco:b1680","eco:SufSE sulfur acceptor complex"
"eco:b3807","eco:Flavin adenine dinucleotide oxidized"
"eco:b1683","eco:Flavin adenine dinucleotide oxidized"
"eco:b1682","eco:Flavin adenine dinucleotide oxidized"
"eco:b1681","eco:Flavin adenine dinucleotide oxidized"
"eco:b1679","eco:Flavin adenine dinucleotide oxidized"
"eco:b1680","eco:Flavin adenine dinucleotide oxidized"
"eco:b3807","eco:H+"
"eco:b1683","eco:H+"
"eco:b1682","eco:H+"
"eco:b1681","eco:H+"
"eco:b1679","eco:H+"
"eco:b1680","eco:H+"
"eco:b3807","eco:ADP"
"eco:b1683","eco:ADP"
"eco:b1682","eco:ADP"
"eco:b1681","eco:ADP"
"eco:b1679","eco:ADP"
"eco:b1680","eco:ADP"
"eco:b3807","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1683","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1682","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1681","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1679","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b1680","eco:SufBCD with bound [2Fe-2S] cluster"
"eco:b3807","eco:Phosphate"
"eco:b1683","eco:Phosphate"
"eco:b1682","eco:Phosphate"
"eco:b1681","eco:Phosphate"
"eco:b1679","eco:Phosphate"
"eco:b1680","eco:Phosphate"
"eco:b3807","eco:Fe2+"
"eco:b1683","eco:Fe2+"
"eco:b1682","eco:Fe2+"
"eco:b1681","eco:Fe2+"
"eco:b1679","eco:Fe2+"
"eco:b1680","eco:Fe2+"
"eco:b3807","eco:Flavin adenine dinucleotide reduced"
"eco:b1683","eco:Flavin adenine dinucleotide reduced"
"eco:b1682","eco:Flavin adenine dinucleotide reduced"
"eco:b1681","eco:Flavin adenine dinucleotide reduced"
"eco:b1679","eco:Flavin adenine dinucleotide reduced"
"eco:b1680","eco:Flavin adenine dinucleotide reduced"
"eco:b3807","eco:SufSE with bound sulfur"
"eco:b1683","eco:SufSE with bound sulfur"
"eco:b1682","eco:SufSE with bound sulfur"
"eco:b1681","eco:SufSE with bound sulfur"
"eco:b1679","eco:SufSE with bound sulfur"
"eco:b1680","eco:SufSE with bound sulfur"
"eco:b3807","eco:H2O"
"eco:b1683","eco:H2O"
"eco:b1682","eco:H2O"
"eco:b1681","eco:H2O"
"eco:b1679","eco:H2O"
"eco:b1680","eco:H2O"
"eco:b3807","eco:SufBCD scaffold complex"
"eco:b1683","eco:SufBCD scaffold complex"
"eco:b1682","eco:SufBCD scaffold complex"
"eco:b1681","eco:SufBCD scaffold complex"
"eco:b1679","eco:SufBCD scaffold complex"
"eco:b1680","eco:SufBCD scaffold complex"
"eco:b3807","eco:ATP"
"eco:b1683","eco:ATP"
"eco:b1682","eco:ATP"
"eco:b1681","eco:ATP"
"eco:b1679","eco:ATP"
"eco:b1680","eco:ATP"
"eco:b0936","eco:Phosphate"
"eco:b0933","eco:Phosphate"
"eco:b0934","eco:Phosphate"
"eco:b0936","eco:ethanesulfonate"
"eco:b0933","eco:ethanesulfonate"
"eco:b0934","eco:ethanesulfonate"
"eco:b0936","eco:H2O"
"eco:b0933","eco:H2O"
"eco:b0934","eco:H2O"
"eco:b0936","eco:H+"
"eco:b0933","eco:H+"
"eco:b0934","eco:H+"
"eco:b0936","eco:ethanesulfonate"
"eco:b0933","eco:ethanesulfonate"
"eco:b0934","eco:ethanesulfonate"
"eco:b0936","eco:ADP"
"eco:b0933","eco:ADP"
"eco:b0934","eco:ADP"
"eco:b0936","eco:ATP"
"eco:b0933","eco:ATP"
"eco:b0934","eco:ATP"
"eco:b3956","eco:Phosphate"
"eco:b3956","eco:H2O"
"eco:b3956","eco:Phosphoenolpyruvate"
"eco:b3956","eco:CO2"
"eco:b3956","eco:Oxaloacetate"
"eco:b3956","eco:H+"
"eco:b1232","eco:H+"
"eco:b1232","eco:Formate"
"eco:b1232","eco:H2O"
"eco:b1232","eco:5,6,7,8-Tetrahydrofolate"
"eco:b1232","eco:10-Formyltetrahydrofolate"
"eco:b1377","eco:Chloramphenicol"
"eco:b2215","eco:Chloramphenicol"
"eco:b0929","eco:Chloramphenicol"
"eco:b0241","eco:Chloramphenicol"
"eco:b1377","eco:Chloramphenicol"
"eco:b2215","eco:Chloramphenicol"
"eco:b0929","eco:Chloramphenicol"
"eco:b0241","eco:Chloramphenicol"
"eco:b2291","eco:Phosphate"
"eco:b2744","eco:Phosphate"
"eco:b4374","eco:Phosphate"
"eco:b0480","eco:Phosphate"
"eco:b4055","eco:Phosphate"
"eco:b2291","eco:Deoxyuridine"
"eco:b2744","eco:Deoxyuridine"
"eco:b4374","eco:Deoxyuridine"
"eco:b0480","eco:Deoxyuridine"
"eco:b4055","eco:Deoxyuridine"
"eco:b2291","eco:H2O"
"eco:b2744","eco:H2O"
"eco:b4374","eco:H2O"
"eco:b0480","eco:H2O"
"eco:b4055","eco:H2O"
"eco:b2291","eco:dUMP"
"eco:b2744","eco:dUMP"
"eco:b4374","eco:dUMP"
"eco:b0480","eco:dUMP"
"eco:b4055","eco:dUMP"
"eco:b0241","eco:Deoxyguanosine"
"eco:b0929","eco:Deoxyguanosine"
"eco:b1377","eco:Deoxyguanosine"
"eco:b2215","eco:Deoxyguanosine"
"eco:b0241","eco:Deoxyguanosine"
"eco:b0929","eco:Deoxyguanosine"
"eco:b1377","eco:Deoxyguanosine"
"eco:b2215","eco:Deoxyguanosine"
"eco:b4219","eco:Oxidized thioredoxin"
"eco:b2582","eco:Oxidized thioredoxin"
"eco:b3781","eco:Oxidized thioredoxin"
"eco:b3551","eco:Oxidized thioredoxin"
"eco:b4219","eco:L-Methionine Sulfoxide"
"eco:b2582","eco:L-Methionine Sulfoxide"
"eco:b3781","eco:L-Methionine Sulfoxide"
"eco:b3551","eco:L-Methionine Sulfoxide"
"eco:b4219","eco:L-Methionine"
"eco:b2582","eco:L-Methionine"
"eco:b3781","eco:L-Methionine"
"eco:b3551","eco:L-Methionine"
"eco:b4219","eco:H2O"
"eco:b2582","eco:H2O"
"eco:b3781","eco:H2O"
"eco:b3551","eco:H2O"
"eco:b4219","eco:Reduced thioredoxin"
"eco:b2582","eco:Reduced thioredoxin"
"eco:b3781","eco:Reduced thioredoxin"
"eco:b3551","eco:Reduced thioredoxin"
"eco:b3966","eco:H+"
"eco:b1252","eco:H+"
"eco:b3005","eco:H+"
"eco:b3006","eco:H+"
"eco:b3966","eco:Adenosylcobalamin"
"eco:b1252","eco:Adenosylcobalamin"
"eco:b3005","eco:Adenosylcobalamin"
"eco:b3006","eco:Adenosylcobalamin"
"eco:b3966","eco:Adenosylcobalamin"
"eco:b1252","eco:Adenosylcobalamin"
"eco:b3005","eco:Adenosylcobalamin"
"eco:b3006","eco:Adenosylcobalamin"
"eco:b3966","eco:H+"
"eco:b1252","eco:H+"
"eco:b3005","eco:H+"
"eco:b3006","eco:H+"
"eco:b0494","eco:Hexadecenoate (n-C16:1)"
"eco:b0494","eco:1-hexadec-9-enoyl-sn-glycerol 3-phosphate"
"eco:b0494","eco:H+"
"eco:b0494","eco:Glycerol 3-phosphate"
"eco:b0494","eco:H2O"
"eco:b1638","eco:Pyridoxine 5'-phosphate"
"eco:b1638","eco:O2"
"eco:b1638","eco:Pyridoxal 5'-phosphate"
"eco:b1638","eco:Hydrogen peroxide"
"eco:Spermidine exchange","eco:Spermidine"
"eco:b0241","eco:Ethanolamine"
"eco:b0929","eco:Ethanolamine"
"eco:b1377","eco:Ethanolamine"
"eco:b2215","eco:Ethanolamine"
"eco:b0241","eco:Ethanolamine"
"eco:b0929","eco:Ethanolamine"
"eco:b1377","eco:Ethanolamine"
"eco:b2215","eco:Ethanolamine"
"eco:b0241","eco:D-Fructose"
"eco:b0929","eco:D-Fructose"
"eco:b1377","eco:D-Fructose"
"eco:b2215","eco:D-Fructose"
"eco:b0241","eco:D-Fructose"
"eco:b0929","eco:D-Fructose"
"eco:b1377","eco:D-Fructose"
"eco:b2215","eco:D-Fructose"
"eco:b0241","eco:CMP"
"eco:b0929","eco:CMP"
"eco:b1377","eco:CMP"
"eco:b2215","eco:CMP"
"eco:b0241","eco:CMP"
"eco:b0929","eco:CMP"
"eco:b1377","eco:CMP"
"eco:b2215","eco:CMP"
"eco:b4117","eco:L-Arginine"
"eco:b2938","eco:L-Arginine"
"eco:b4117","eco:CO2"
"eco:b2938","eco:CO2"
"eco:b4117","eco:Agmatine"
"eco:b2938","eco:Agmatine"
"eco:b4117","eco:H+"
"eco:b2938","eco:H+"
"eco:s0001","eco:Nitric oxide"
"eco:s0001","eco:Nitric oxide"
"eco:b0369","eco:5-Amino-4-oxopentanoate"
"eco:b0369","eco:Porphobilinogen"
"eco:b0369","eco:H+"
"eco:b0369","eco:H2O"
"eco:Fe(III)hydroxamate exchange","eco:Fe(III)hydroxamate"
"eco:b0655","eco:Phosphate"
"eco:b0654","eco:Phosphate"
"eco:b0653","eco:Phosphate"
"eco:b0652","eco:Phosphate"
"eco:b0655","eco:H+"
"eco:b0654","eco:H+"
"eco:b0653","eco:H+"
"eco:b0652","eco:H+"
"eco:b0655","eco:H2O"
