"Uni_N1","Uni_N2"
"eco:b0727","eco:2-Oxoglutarate"
"eco:b1744","eco:Succinate"
"eco:b1744","eco:H2O"
"eco:b1744","eco:L-Glutamate"
"eco:b1744","eco:N2-Succinyl-L-glutamate"
"eco:Glycerol exchange","eco:Glycerol"
"eco:b4077","eco:H+"
"eco:b4077","eco:L-Aspartate"
"eco:b4077","eco:H+"
"eco:b4077","eco:L-Aspartate"
"eco:b3825","eco:Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)"
"eco:b3825","eco:Glycerophosphoglycerol"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C16:1)"
"eco:b0914","eco:Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)"
"eco:b0914","eco:Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)"
"eco:b0914","eco:H2O"
"eco:b0914","eco:Phosphate"
"eco:b0914","eco:ADP"
"eco:b0914","eco:H+"
"eco:b0914","eco:ATP"
"eco:b2781","eco:H2O"
"eco:b2251","eco:H2O"
"eco:b1759","eco:H2O"
"eco:b2781","eco:dCMP"
"eco:b2251","eco:dCMP"
"eco:b1759","eco:dCMP"
"eco:b2781","eco:dCTP"
"eco:b2251","eco:dCTP"
"eco:b1759","eco:dCTP"
"eco:b2781","eco:Diphosphate"
"eco:b2251","eco:Diphosphate"
"eco:b1759","eco:Diphosphate"
"eco:b2781","eco:H+"
"eco:b2251","eco:H+"
"eco:b1759","eco:H+"
"eco:b2964","eco:H+"
"eco:b2964","eco:Deoxyinosine"
"eco:b2964","eco:H+"
"eco:b2964","eco:Deoxyinosine"
"eco:2',3'-Cyclic AMP exchange","eco:2',3'-Cyclic AMP"
"eco:b1015","eco:L-Proline"
"eco:b1015","eco:Sodium"
"eco:b1015","eco:Sodium"
"eco:b1015","eco:L-Proline"
"eco:b0241","eco:S-Methyl-L-methionine"
"eco:b0929","eco:S-Methyl-L-methionine"
"eco:b1377","eco:S-Methyl-L-methionine"
"eco:b2215","eco:S-Methyl-L-methionine"
"eco:b0241","eco:S-Methyl-L-methionine"
"eco:b0929","eco:S-Methyl-L-methionine"
"eco:b1377","eco:S-Methyl-L-methionine"
"eco:b2215","eco:S-Methyl-L-methionine"
"eco:b4111","eco:H+"
"eco:b4111","eco:L-Carnitine"
"eco:b4111","eco:H+"
"eco:b4111","eco:L-Carnitine"
"eco:b0241","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b0929","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b1377","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b2215","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b0241","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b0929","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b1377","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b2215","eco:sn-Glycero-3-phospho-1-inositol"
"eco:1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)","eco:1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)"
"eco:1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)","eco:1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)"
"eco:b2528","eco:IscU with bound [4Fe-4S] cluster"
"eco:b2529","eco:IscU with bound [4Fe-4S] cluster"
"eco:b2528","eco:H+"
"eco:b2529","eco:H+"
"eco:b2528","eco:IscU scaffold protein"
"eco:b2529","eco:IscU scaffold protein"
"eco:b2528","eco:[4Fe-4S] iron-sulfur cluster"
"eco:b2529","eco:[4Fe-4S] iron-sulfur cluster"
"eco:b2836","eco:AMP"
"eco:b1094","eco:AMP"
"eco:b2836","eco:Decanoate (n-C10:0)"
"eco:b1094","eco:Decanoate (n-C10:0)"
"eco:b2836","eco:ATP"
"eco:b1094","eco:ATP"
"eco:b2836","eco:Diphosphate"
"eco:b1094","eco:Diphosphate"
"eco:b2836","eco:Decanoyl-ACP (n-C10:0ACP)"
"eco:b1094","eco:Decanoyl-ACP (n-C10:0ACP)"
"eco:b2836","eco:acyl carrier protein"
"eco:b1094","eco:acyl carrier protein"
"eco:b1805","eco:Diphosphate"
"eco:b1701","eco:Diphosphate"
"eco:b1805","eco:Hexanoate (n-C6:0)"
"eco:b1701","eco:Hexanoate (n-C6:0)"
"eco:b1805","eco:H+"
"eco:b1701","eco:H+"
"eco:b1805","eco:Hexanoyl-CoA (n-C6:0CoA)"
"eco:b1701","eco:Hexanoyl-CoA (n-C6:0CoA)"
"eco:b1805","eco:H+"
"eco:b1701","eco:H+"
"eco:b1805","eco:AMP"
"eco:b1701","eco:AMP"
"eco:b1805","eco:Coenzyme A"
"eco:b1701","eco:Coenzyme A"
"eco:b1805","eco:ATP"
"eco:b1701","eco:ATP"
"eco:b0523","eco:5-phosphoribosyl-5-carboxyaminoimidazole"
"eco:b0523","eco:5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate"
"eco:b4208","eco:Glycine"
"eco:b1801","eco:Glycine"
"eco:b4208","eco:H+"
"eco:b1801","eco:H+"
"eco:b4208","eco:H+"
"eco:b1801","eco:H+"
"eco:b4208","eco:Glycine"
"eco:b1801","eco:Glycine"
"eco:Glycine betaine exchange","eco:Glycine betaine"
"eco:b4055","eco:Phosphate"
"eco:b4055","eco:L-Tyrosine"
"eco:b4055","eco:Phosphotyrosine"
"eco:b4055","eco:H2O"
"eco:b2154","eco:H+"
"eco:b0355","eco:H+"
"eco:b2154","eco:Reduced glutathione"
"eco:b0355","eco:Reduced glutathione"
"eco:b2154","eco:Formate"
"eco:b0355","eco:Formate"
"eco:b2154","eco:S-Formylglutathione"
"eco:b0355","eco:S-Formylglutathione"
"eco:b2154","eco:H2O"
"eco:b0355","eco:H2O"
"eco:1,5-Diaminopentane exchange","eco:1,5-Diaminopentane"
"eco:b0241","eco:dIMP"
"eco:b0929","eco:dIMP"
"eco:b1377","eco:dIMP"
"eco:b2215","eco:dIMP"
"eco:b0241","eco:dIMP"
"eco:b0929","eco:dIMP"
"eco:b1377","eco:dIMP"
"eco:b2215","eco:dIMP"
"eco:b2690","eco:D-Glucose 6-phosphate"
"eco:b0688","eco:D-Glucose 6-phosphate"
"eco:b2690","eco:D-Glucose 1-phosphate"
"eco:b0688","eco:D-Glucose 1-phosphate"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)"
"eco:b3825","eco:Glycerophosphoglycerol"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C16:0)"
"eco:b3825","eco:Phosphatidylglycerol (dihexadecanoyl, n-C16:0)"
"eco:b2529","eco:H+"
"eco:b2529","eco:Flavin adenine dinucleotide reduced"
"eco:b2529","eco:IscU with bound [4Fe-4S] cluster"
"eco:b2529","eco:Flavin adenine dinucleotide oxidized"
"eco:b2529","eco:IscU with two bound [2Fe-2S] clusters"
"eco:b0099","eco:H2O"
"eco:b2781","eco:H2O"
"eco:b0099","eco:GTP"
"eco:b2781","eco:GTP"
"eco:b0099","eco:Diphosphate"
"eco:b2781","eco:Diphosphate"
"eco:b0099","eco:GMP"
"eco:b2781","eco:GMP"
"eco:b0099","eco:H+"
"eco:b2781","eco:H+"
"eco:1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)","eco:1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)"
"eco:1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)","eco:1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)"
"eco:b4138","eco:H+"
"eco:b4123","eco:H+"
"eco:b4138","eco:L-Aspartate"
"eco:b4123","eco:L-Aspartate"
"eco:b4138","eco:H+"
"eco:b4123","eco:H+"
"eco:b4138","eco:L-Aspartate"
"eco:b4123","eco:L-Aspartate"
"eco:D-Glyceraldehyde exchange","eco:D-Glyceraldehyde"
"eco:b1805","eco:Octadecenoyl-CoA (n-C18:1CoA)"
"eco:b1701","eco:Octadecenoyl-CoA (n-C18:1CoA)"
"eco:b1805","eco:H+"
"eco:b1701","eco:H+"
"eco:b1805","eco:AMP"
"eco:b1701","eco:AMP"
"eco:b1805","eco:Diphosphate"
"eco:b1701","eco:Diphosphate"
"eco:b1805","eco:Coenzyme A"
"eco:b1701","eco:Coenzyme A"
"eco:b1805","eco:ATP"
"eco:b1701","eco:ATP"
"eco:b1805","eco:octadecenoate (n-C18:1)"
"eco:b1701","eco:octadecenoate (n-C18:1)"
"eco:b1805","eco:H+"
"eco:b1701","eco:H+"
"eco:b4111","eco:L-Proline"
"eco:b4111","eco:H+"
"eco:b4111","eco:H+"
"eco:b4111","eco:L-Proline"
"eco:b2836","eco:Dodecanoyl-ACP (n-C12:0ACP)"
"eco:b1094","eco:Dodecanoyl-ACP (n-C12:0ACP)"
"eco:b2836","eco:AMP"
"eco:b1094","eco:AMP"
"eco:b2836","eco:Dodecanoate (n-C12:0)"
"eco:b1094","eco:Dodecanoate (n-C12:0)"
"eco:b2836","eco:Diphosphate"
"eco:b1094","eco:Diphosphate"
"eco:b2836","eco:ATP"
"eco:b1094","eco:ATP"
"eco:b2836","eco:acyl carrier protein"
"eco:b1094","eco:acyl carrier protein"
"eco:b0260","eco:S-Methyl-L-methionine"
"eco:b0260","eco:H+"
"eco:b0260","eco:S-Methyl-L-methionine"
"eco:b0260","eco:H+"
"eco:1,4-alpha-D-glucan exchange","eco:1,4-alpha-D-glucan"
"eco:b3612","eco:3-Phospho-D-glycerate"
"eco:b4395","eco:3-Phospho-D-glycerate"
"eco:b0755","eco:3-Phospho-D-glycerate"
"eco:b3612","eco:D-Glycerate 2-phosphate"
"eco:b4395","eco:D-Glycerate 2-phosphate"
"eco:b0755","eco:D-Glycerate 2-phosphate"
"eco:b2677","eco:Phosphate"
"eco:b2678","eco:Phosphate"
"eco:b2679","eco:Phosphate"
"eco:b2677","eco:L-Carnitine"
"eco:b2678","eco:L-Carnitine"
"eco:b2679","eco:L-Carnitine"
"eco:b2677","eco:H2O"
"eco:b2678","eco:H2O"
"eco:b2679","eco:H2O"
"eco:b2677","eco:H+"
"eco:b2678","eco:H+"
"eco:b2679","eco:H+"
"eco:b2677","eco:L-Carnitine"
"eco:b2678","eco:L-Carnitine"
"eco:b2679","eco:L-Carnitine"
"eco:b2677","eco:ADP"
"eco:b2678","eco:ADP"
"eco:b2679","eco:ADP"
"eco:b2677","eco:ATP"
"eco:b2678","eco:ATP"
"eco:b2679","eco:ATP"
"eco:b3452","eco:Phosphate"
"eco:b3453","eco:Phosphate"
"eco:b3450","eco:Phosphate"
"eco:b3451","eco:Phosphate"
"eco:b3452","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3453","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3450","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3451","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3452","eco:H2O"
"eco:b3453","eco:H2O"
"eco:b3450","eco:H2O"
"eco:b3451","eco:H2O"
"eco:b3452","eco:H+"
"eco:b3453","eco:H+"
"eco:b3450","eco:H+"
"eco:b3451","eco:H+"
"eco:b3452","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3453","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3450","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3451","eco:sn-Glycero-3-phospho-1-inositol"
"eco:b3452","eco:ADP"
"eco:b3453","eco:ADP"
"eco:b3450","eco:ADP"
"eco:b3451","eco:ADP"
"eco:b3452","eco:ATP"
"eco:b3453","eco:ATP"
"eco:b3450","eco:ATP"
"eco:b3451","eco:ATP"
"eco:b3559","eco:AMP"
"eco:b3560","eco:AMP"
"eco:b3559","eco:tRNA(Gly)"
"eco:b3560","eco:tRNA(Gly)"
"eco:b3559","eco:Glycine"
"eco:b3560","eco:Glycine"
"eco:b3559","eco:Diphosphate"
"eco:b3560","eco:Diphosphate"
"eco:b3559","eco:Glycyl-tRNA(Gly)"
"eco:b3560","eco:Glycyl-tRNA(Gly)"
"eco:b3559","eco:ATP"
"eco:b3560","eco:ATP"
"eco:b1386","eco:4-Hydroxyphenylacetaldehyde"
"eco:b1386","eco:Tyramine"
"eco:b1386","eco:Hydrogen peroxide"
"eco:b1386","eco:Ammonium"
"eco:b1386","eco:H2O"
"eco:b1386","eco:O2"
"eco:Zinc exchange","eco:Zinc"
"eco:b3825","eco:Glycerophosphoglycerol"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C14:1)"
"eco:b3825","eco:Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)"
"eco:b2954","eco:XTP"
"eco:b2954","eco:H2O"
"eco:b2954","eco:Diphosphate"
"eco:b2954","eco:Xanthosine 5'-phosphate"
"eco:b2954","eco:H+"
"eco:b0241","eco:L-Serine"
"eco:b0929","eco:L-Serine"
"eco:b1377","eco:L-Serine"
"eco:b2215","eco:L-Serine"
"eco:b0241","eco:L-Serine"
"eco:b0929","eco:L-Serine"
"eco:b1377","eco:L-Serine"
"eco:b2215","eco:L-Serine"
"eco:b0522","eco:Phosphate"
"eco:b0522","eco:5-phosphoribosyl-5-carboxyaminoimidazole"
"eco:b0522","eco:Bicarbonate"
"eco:b0522","eco:ATP"
"eco:b0522","eco:H+"
"eco:b0522","eco:ADP"
"eco:b0522","eco:5-amino-1-(5-phospho-D-ribosyl)imidazole"
"eco:b1693","eco:H2O"
"eco:b1693","eco:3-Dehydroshikimate"
"eco:b1693","eco:3-Dehydroquinate"
"eco:b2528","eco:IscU scaffold protein"
"eco:b2529","eco:IscU scaffold protein"
"eco:b2528","eco:H+"
"eco:b2529","eco:H+"
"eco:b2528","eco:[2Fe-2S] iron-sulfur cluster"
"eco:b2529","eco:[2Fe-2S] iron-sulfur cluster"
"eco:b2528","eco:IscU with bound [2Fe-2S] cluster"
"eco:b2529","eco:IscU with bound [2Fe-2S] cluster"
"eco:Glycine exchange","eco:Glycine"
"eco:b3528","eco:L-Aspartate"
"eco:b3528","eco:H+"
"eco:b3528","eco:L-Aspartate"
"eco:b3528","eco:H+"
"eco:b1377","eco:D-Carnitine"
"eco:b2215","eco:D-Carnitine"
"eco:b0929","eco:D-Carnitine"
"eco:b0241","eco:D-Carnitine"
"eco:b1377","eco:D-Carnitine"
"eco:b2215","eco:D-Carnitine"
"eco:b0929","eco:D-Carnitine"
"eco:b0241","eco:D-Carnitine"
"eco:b0241","eco:Glycerophosphoglycerol"
"eco:b0929","eco:Glycerophosphoglycerol"
"eco:b1377","eco:Glycerophosphoglycerol"
"eco:b2215","eco:Glycerophosphoglycerol"
"eco:b0241","eco:Glycerophosphoglycerol"
"eco:b0929","eco:Glycerophosphoglycerol"
"eco:b1377","eco:Glycerophosphoglycerol"
"eco:b2215","eco:Glycerophosphoglycerol"
"eco:b2836","eco:Octadecanoyl-ACP (n-C18:0ACP)"
"eco:b1094","eco:Octadecanoyl-ACP (n-C18:0ACP)"
"eco:b2836","eco:AMP"
"eco:b1094","eco:AMP"
"eco:b2836","eco:Diphosphate"
"eco:b1094","eco:Diphosphate"
"eco:b2836","eco:octadecanoate (n-C18:0)"
"eco:b1094","eco:octadecanoate (n-C18:0)"
"eco:b2836","eco:ATP"
"eco:b1094","eco:ATP"
"eco:b2836","eco:acyl carrier protein"
"eco:b1094","eco:acyl carrier protein"
"eco:b2677","eco:Phosphate"
"eco:b2678","eco:Phosphate"
"eco:b2679","eco:Phosphate"
"eco:b2677","eco:ADP"
"eco:b2678","eco:ADP"
"eco:b2679","eco:ADP"
"eco:b2677","eco:H+"
"eco:b2678","eco:H+"
"eco:b2679","eco:H+"
"eco:b2677","eco:L-Proline"
"eco:b2678","eco:L-Proline"
"eco:b2679","eco:L-Proline"
"eco:b2677","eco:ATP"
"eco:b2678","eco:ATP"
"eco:b2679","eco:ATP"
"eco:b2677","eco:L-Proline"
"eco:b2678","eco:L-Proline"
"eco:b2679","eco:L-Proline"
"eco:b2677","eco:H2O"
"eco:b2678","eco:H2O"
"eco:b2679","eco:H2O"
"eco:(S)-Propane-1,2-diol exchange","eco:(S)-Propane-1,2-diol"
"eco:b2919","eco:CO2"
"eco:b2919","eco:(S)-Methylmalonyl-CoA"
"eco:b2919","eco:H+"
"eco:b2919","eco:Propanoyl-CoA"
"eco:b3385","eco:Phosphate"
"eco:b3385","eco:2-Phosphoglycolate"
"eco:b3385","eco:Glycolate"
"eco:b3385","eco:H2O"
"eco:L-Xylulose exchange","eco:L-Xylulose"
"eco:b3389","eco:2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate"
"eco:b3389","eco:Phosphate"
"eco:b3389","eco:3-Dehydroquinate"
"eco:b3089","eco:Sodium"
"eco:b3089","eco:Sodium"
"eco:b3089","eco:L-Serine"
"eco:b3089","eco:L-Serine"
"eco:glyoxalase III","eco:H+"
"eco:glyoxalase III","eco:Methylglyoxal"
"eco:glyoxalase III","eco:H2O"
"eco:glyoxalase III","eco:D-Lactate"
"eco:b1701","eco:Stearoyl-CoA (n-C18:0CoA)"
"eco:b1805","eco:Stearoyl-CoA (n-C18:0CoA)"
"eco:b1701","eco:octadecanoate (n-C18:0)"
"eco:b1805","eco:octadecanoate (n-C18:0)"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b1701","eco:Diphosphate"
"eco:b1805","eco:Diphosphate"
"eco:b1701","eco:H+"
"eco:b1805","eco:H+"
"eco:b1701","eco:AMP"
"eco:b1805","eco:AMP"
"eco:b1701","eco:Coenzyme A"
"eco:b1805","eco:Coenzyme A"
"eco:b1701","eco:ATP"
"eco:b1805","eco:ATP"
"eco:b2954","eco:Diphosphate"
"eco:b2954","eco:dITP"
"eco:b2954","eco:H2O"
"eco:b2954","eco:H+"
"eco:b2954","eco:dIMP"
"eco:L-Glutamate exchange","eco:L-Glutamate"
"eco:b4006","eco:5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide"
"eco:b4006","eco:10-Formyltetrahydrofolate"
"eco:b4006","eco:5,6,7,8-Tetrahydrofolate"
"eco:b4006","eco:5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide"
"eco:b3991","eco:L-Methionine"
"eco:b3991","eco:dehydroglycine"
"eco:b3991","eco:H+"
"eco:b3991","eco:Nicotinamide adenine dinucleotide phosphate"
"eco:b3991","eco:Nicotinamide adenine dinucleotide phosphate - reduced"
"eco:b3991","eco:L-Tyrosine"
"eco:b3991","eco:S-Adenosyl-L-methionine"
"eco:b3991","eco:5'-Deoxyadenosine"
"eco:b3991","eco:p-Cresol"
"eco:b3825","eco:Glycerophosphoglycerol"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C14:0)"
"eco:b3825","eco:Phosphatidylglycerol (ditetradecanoyl, n-C14:0)"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)"
"eco:b3417","eco:Phosphate"
"eco:b3417","eco:Maltoheptaose"
"eco:b3417","eco:Maltohexaose"
"eco:b3417","eco:D-Glucose 1-phosphate"
"eco:b0655","eco:L-Aspartate"
"eco:b0654","eco:L-Aspartate"
"eco:b0653","eco:L-Aspartate"
"eco:b0652","eco:L-Aspartate"
"eco:b0655","eco:ADP"
"eco:b0654","eco:ADP"
"eco:b0653","eco:ADP"
"eco:b0652","eco:ADP"
"eco:b0655","eco:L-Aspartate"
"eco:b0654","eco:L-Aspartate"
"eco:b0653","eco:L-Aspartate"
"eco:b0652","eco:L-Aspartate"
"eco:b0655","eco:Phosphate"
"eco:b0654","eco:Phosphate"
"eco:b0653","eco:Phosphate"
"eco:b0652","eco:Phosphate"
"eco:b0655","eco:H+"
"eco:b0654","eco:H+"
"eco:b0653","eco:H+"
"eco:b0652","eco:H+"
"eco:b0655","eco:H2O"
"eco:b0654","eco:H2O"
"eco:b0653","eco:H2O"
"eco:b0652","eco:H2O"
"eco:b0655","eco:ATP"
"eco:b0654","eco:ATP"
"eco:b0653","eco:ATP"
"eco:b0652","eco:ATP"
"eco:b2836","eco:Diphosphate"
"eco:b1094","eco:Diphosphate"
"eco:b2836","eco:cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)"
"eco:b1094","eco:cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)"
"eco:b2836","eco:AMP"
"eco:b1094","eco:AMP"
"eco:b2836","eco:acyl carrier protein"
"eco:b1094","eco:acyl carrier protein"
"eco:b2836","eco:octadecenoate (n-C18:1)"
"eco:b1094","eco:octadecenoate (n-C18:1)"
"eco:b2836","eco:ATP"
"eco:b1094","eco:ATP"
"eco:D-Xylose exchange","eco:D-Xylose"
"eco:b3452","eco:Phosphate"
"eco:b3453","eco:Phosphate"
"eco:b3450","eco:Phosphate"
"eco:b3451","eco:Phosphate"
"eco:b3452","eco:H+"
"eco:b3453","eco:H+"
"eco:b3450","eco:H+"
"eco:b3451","eco:H+"
"eco:b3452","eco:Glycerophosphoglycerol"
"eco:b3453","eco:Glycerophosphoglycerol"
"eco:b3450","eco:Glycerophosphoglycerol"
"eco:b3451","eco:Glycerophosphoglycerol"
"eco:b3452","eco:H2O"
"eco:b3453","eco:H2O"
"eco:b3450","eco:H2O"
"eco:b3451","eco:H2O"
"eco:b3452","eco:ATP"
"eco:b3453","eco:ATP"
"eco:b3450","eco:ATP"
"eco:b3451","eco:ATP"
"eco:b3452","eco:ADP"
"eco:b3453","eco:ADP"
"eco:b3450","eco:ADP"
"eco:b3451","eco:ADP"
"eco:b3452","eco:Glycerophosphoglycerol"
"eco:b3453","eco:Glycerophosphoglycerol"
"eco:b3450","eco:Glycerophosphoglycerol"
"eco:b3451","eco:Glycerophosphoglycerol"
"eco:b0194","eco:L-Prolyl-tRNA(Pro)"
"eco:b0194","eco:Diphosphate"
"eco:b0194","eco:ATP"
"eco:b0194","eco:AMP"
"eco:b0194","eco:L-Proline"
"eco:b0194","eco:tRNA(Pro)"
"eco:(R)-Propane-1,2-diol exchange","eco:(R)-Propane-1,2-diol"
"eco:b3807","eco:IscU with two bound [2Fe-2S] clusters"
"eco:b2530","eco:IscU with two bound [2Fe-2S] clusters"
"eco:b2529","eco:IscU with two bound [2Fe-2S] clusters"
"eco:b3807","eco:IscS sulfur acceptor protein"
"eco:b2530","eco:IscS sulfur acceptor protein"
"eco:b2529","eco:IscS sulfur acceptor protein"
"eco:b3807","eco:IscS with bound sulfur"
"eco:b2530","eco:IscS with bound sulfur"
"eco:b2529","eco:IscS with bound sulfur"
"eco:b3807","eco:Fe2+"
"eco:b2530","eco:Fe2+"
"eco:b2529","eco:Fe2+"
"eco:b3807","eco:H+"
"eco:b2530","eco:H+"
"eco:b2529","eco:H+"
"eco:b3807","eco:Flavin adenine dinucleotide oxidized"
"eco:b2530","eco:Flavin adenine dinucleotide oxidized"
"eco:b2529","eco:Flavin adenine dinucleotide oxidized"
"eco:b3807","eco:IscU with bound [2Fe-2S] cluster"
"eco:b2530","eco:IscU with bound [2Fe-2S] cluster"
"eco:b2529","eco:IscU with bound [2Fe-2S] cluster"
"eco:b3807","eco:Flavin adenine dinucleotide reduced"
"eco:b2530","eco:Flavin adenine dinucleotide reduced"
"eco:b2529","eco:Flavin adenine dinucleotide reduced"
"eco:b4111","eco:H+"
"eco:b4111","eco:D-Carnitine"
"eco:b4111","eco:H+"
"eco:b4111","eco:D-Carnitine"
"eco:b2796","eco:H+"
"eco:b3116","eco:H+"
"eco:b2796","eco:L-Serine"
"eco:b3116","eco:L-Serine"
"eco:b2796","eco:L-Serine"
"eco:b3116","eco:L-Serine"
"eco:b2796","eco:H+"
"eco:b3116","eco:H+"
"eco:b0159","eco:S-Adenosyl-L-homocysteine"
"eco:b0159","eco:S-Ribosyl-L-homocysteine"
"eco:b0159","eco:Adenine"
"eco:b0159","eco:H2O"
"eco:b1805","eco:Hexadecenoyl-CoA (n-C16:1CoA)"
"eco:b1701","eco:Hexadecenoyl-CoA (n-C16:1CoA)"
"eco:b1805","eco:H+"
"eco:b1701","eco:H+"
"eco:b1805","eco:AMP"
"eco:b1701","eco:AMP"
"eco:b1805","eco:Diphosphate"
"eco:b1701","eco:Diphosphate"
"eco:b1805","eco:Coenzyme A"
"eco:b1701","eco:Coenzyme A"
"eco:b1805","eco:ATP"
"eco:b1701","eco:ATP"
"eco:b1805","eco:Hexadecenoate (n-C16:1)"
"eco:b1701","eco:Hexadecenoate (n-C16:1)"
"eco:b1805","eco:H+"
"eco:b1701","eco:H+"
"eco:b0212","eco:(R)-S-Lactoylglutathione"
"eco:b0212","eco:H2O"
"eco:b0212","eco:D-Lactate"
"eco:b0212","eco:H+"
"eco:b0212","eco:Reduced glutathione"
"eco:b2303","eco:dihydromonapterin-triphosphate"
"eco:b2303","eco:2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"
"eco:b0767","eco:H+"
"eco:b0767","eco:6-Phospho-D-gluconate"
"eco:b0767","eco:H2O"
"eco:b0767","eco:6-phospho-D-glucono-1,5-lactone"
"eco:b0241","eco:Tyramine"
"eco:b0929","eco:Tyramine"
"eco:b1377","eco:Tyramine"
"eco:b2215","eco:Tyramine"
"eco:b0241","eco:Tyramine"
"eco:b0929","eco:Tyramine"
"eco:b1377","eco:Tyramine"
"eco:b2215","eco:Tyramine"
"eco:b0099","eco:Diphosphate"
"eco:b2781","eco:Diphosphate"
"eco:b0099","eco:dGTP"
"eco:b2781","eco:dGTP"
"eco:b0099","eco:H+"
"eco:b2781","eco:H+"
"eco:b0099","eco:H2O"
"eco:b2781","eco:H2O"
"eco:b0099","eco:dGMP"
"eco:b2781","eco:dGMP"
"eco:b3825","eco:Phosphatidylglycerol (didodecanoyl, n-C12:0)"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)"
"eco:b3825","eco:Glycerophosphoglycerol"
"eco:b3825","eco:acyl phosphatidylglycerol (n-C12:0)"
"eco:L-Glutamine exchange","eco:L-Glutamine"
"eco:b1866","eco:L-Aspartyl-tRNA(Asp)"
"eco:b1866","eco:AMP"
"eco:b1866","eco:Diphosphate"
"eco:b1866","eco:tRNA(Asp)"
"eco:b1866","eco:ATP"
"eco:b1866","eco:L-Aspartate"
"eco:b3417","eco:Maltopentaose"
"eco:b3417","eco:D-Glucose 1-phosphate"
"eco:b3417","eco:Phosphate"
"eco:b3417","eco:Maltohexaose"
"eco:b3807","eco:H+"
"eco:b2530","eco:H+"
"eco:b2529","eco:H+"
"eco:b3807","eco:Flavin adenine dinucleotide oxidized"
"eco:b2530","eco:Flavin adenine dinucleotide oxidized"
"eco:b2529","eco:Flavin adenine dinucleotide oxidized"
"eco:b3807","eco:IscU scaffold protein"
"eco:b2530","eco:IscU scaffold protein"
"eco:b2529","eco:IscU scaffold protein"
"eco:b3807","eco:IscU with bound [2Fe-2S] cluster"
"eco:b2530","eco:IscU with bound [2Fe-2S] cluster"
"eco:b2529","eco:IscU with bound [2Fe-2S] cluster"
"eco:b3807","eco:IscS sulfur acceptor protein"
"eco:b2530","eco:IscS sulfur acceptor protein"
"eco:b2529","eco:IscS sulfur acceptor protein"
"eco:b3807","eco:Flavin adenine dinucleotide reduced"
"eco:b2530","eco:Flavin adenine dinucleotide reduced"
"eco:b2529","eco:Flavin adenine dinucleotide reduced"
"eco:b3807","eco:IscS with bound sulfur"
"eco:b2530","eco:IscS with bound sulfur"
"eco:b2529","eco:IscS with bound sulfur"
"eco:b3807","eco:Fe2+"
"eco:b2530","eco:Fe2+"
"eco:b2529","eco:Fe2+"
"eco:b2677","eco:H+"
"eco:b2678","eco:H+"
"eco:b2679","eco:H+"
"eco:b2677","eco:D-Carnitine"
