"N1","N2"
"P64542","P0ABF4"
"P33230","P0ABF4"
"P0ACW6","P0ABF4"
"P77215","P66948"
"P39831","P66948"
"P37329","P66948"
"P36566","P66948"
"P67826","P66948"
"P46144","P66948"
"P0AEU7","P60906"
"P33937","P60906"
"P76513","P0AE01"
"P0AEF4","P0AE01"
"P0C0T5","P0AE01"
"P76461","P0AE01"
"P76081","P76621"
"P77743","P24240"
"P77726","P24240"
"P38051","P24240"
"P24242","P24240"
"P40120","P38036"
"P0A8M3","P0A884"
"Q46927","P0A884"
"P0A722","P0A884"
"P31551","P0A884"
"P0AEK7","P27248"
"P45565","P27248"
"P21888","P27248"
"P76641","P27248"
"Q46829","P27248"
"Q46948","P27254"
"P0A6E9","P27254"
"P0A9T0","P27254"
"P77318","P69826"
"P21437","P69826"
"P76114","P0AC73"
"P00634","P0AC73"
"P75779","P0AC73"
"P0AE30","P0AC73"
"P0ADE8","P0AC73"
"P77569","P0AC73"
"P39451","P0AC73"
"P52613","P0AC73"
"P37751","P0AC73"
"P76190","P0AC73"
"P46144","P0AC73"
"P0AFC7","P64585"
"P46144","P64585"
"P17802","P0AGF6"
"P76213","P0AGF6"
"P17315","P0AGF6"
"P76156","P42909"
"P77668","P42909"
"P37765","P67762"
"P0ADI0","P67762"
"P0ADQ7","P67762"
"P75992","P67762"
"P76102","P67762"
"P31979","P67762"
"P0AAU2","P67762"
"P23256","P46481"
"P05804","P46481"
"P31665","P46481"
"P15042","P46481"
"P31979","P46481"
"P0C8J8","P46481"
"P76484","P0AG51"
"P12996","P0AG51"
"P0ADA3","P0AG51"
"P0AEZ7","P0AG51"
"Q47270","P0AG51"
"P0AAU2","P0AG51"
"P0A6E1","P46857"
"P28630","P56256"
"P77212","P56256"
"P67762","P56256"
"P0ADQ7","P56256"
"P20099","P56256"
"P75992","P56256"
"P76102","P56256"
"P31979","P56256"
"P0AAU2","P56256"
"P76214","P0A821"
"P0AAH4","P0A821"
"P0A8Z7","P0A6S7"
"P37747","P0A6S7"
"P0AG67","P0A6S7"
"P0ADZ0","P0A6S7"
"P0ACZ2","P0A6S7"
"P0AAF1","P37690"
"P71242","P37690"
"P0AG74","P37690"
"P23857","P37690"
"P37747","P37690"
"P0A6S7","P37690"
"P0AG44","P37690"
"P0A7X3","P37690"
"Q46868","P37690"
"P0AEN4","P37690"
"P51025","P27240"
"P46923","P27240"
"P0A6A8","P0ACC7"
"P0A972","P0ACC7"
"P37744","P0ACC7"
"P75728","P0A9F9"
"P22259","P0A9F9"
"P77147","P0A9F9"
"P76272","P0A9F9"
"P0AGJ5","P69425"
"P45425","P69425"
"P0AD70","P69425"
"P37182","P69425"
"P33362","P69425"
"P75749","P69425"
"P76156","P0AFW0"
"P42909","P0AFW0"
"P0AAT6","P0A9V8"
"P0ACM9","P0A9V8"
"P33232","P0A9V8"
"P27254","P16684"
"P02925","P16684"
"P0A964","P02942"
"P36979","P02942"
"P09151","P02942"
"P77318","P02942"
"P77544","P02942"
"P69826","P02942"
"P07017","P02942"
"P0CF40","P02942"
"P0CF41","P02942"
"P0CF42","P02942"
"P0CF43","P02942"
"P0CF44","P02942"
"P0CF45","P02942"
"P0AEB2","P02942"
"P75821","P02942"
"P33225","P02942"
"P66817","P02942"
"P77212","P77379"
"P0A9D8","P21514"
"P0AAR3","P77301"
"P0ACN4","P75798"
"P30749","P75798"
"P30745","P75798"
"P30177","P75798"
"P43341","P08506"
"P05020","P0AB28"
"P31680","P0AB28"
"P75992","P75994"
"P0A7N4","P75994"
"P0AAN9","P0AEV1"
"P75745","P76076"
"P28630","P76100"
"P0ACU2","P0A6L7"
"P31600","P0A6L7"
"P0C077","P06966"
"P60752","P77611"
"P0AF12","P76228"
"P0A731","P76228"
"P75856","P64483"
"P51981","P64483"
"P78067","P64483"
"P0AG14","P64483"
"P77221","P64483"
"P0A9P4","P64488"
"P64463","P64488"
"P0ACX5","P64488"
"P76243","P64488"
"Q47147","P09348"
"P10408","P09348"
"P30177","P09348"
"P30014","P33030"
"P0AB10","P33030"
"P0ADI4","P33030"
"P0A7I7","P33030"
"P08202","P33030"
"P75967","P33030"
"P0A8L1","P33030"
"P0A729","P33030"
"P76056","P33030"
"P0A8F4","P33030"
"P77598","P05050"
"P77499","P05050"
"P09154","P77656"
"P76394","P77656"
"P0ADC1","P76535"
"P75811","P76535"
"P40120","P76535"
"P0AEU7","P76535"
"P0A722","P0CI31"
"P40876","P0CI31"
"P0A6W0","P0CI31"
"P23869","P0CI31"
"P43341","P0CI31"
"O32528","P52141"
"P27305","P52143"
"P0A6G3","P65367"
"Q46908","P65367"
"P0AB14","P65367"
"P0A722","Q46920"
"P0A951","Q46920"
"P31552","P77306"
"P77269","P77306"
"P0AFT5","P06846"
"P08390","P0ADW6"
"P37014","P0ADW6"
"P05050","P0ADW6"
"P0A8E1","P0A828"
"P37751","P0A828"
"P76339","P13656"
"P0A940","P13656"
"P0A847","P13656"
"P0AES0","P13656"
"P25745","P27298"
"P42641","P27298"
"P76162","P27298"
"P0AFZ1","P23840"
"P77692","P23840"
"P39451","P23840"
"P0ACV2","P23840"
"P36662","P31449"
"P0A759","P31449"
"P0AB24","P31449"
"P22525","P31449"
"P76079","P09996"
"P0A8S9","P09996"
"Q46798","P09996"
"P75869","P09996"
"Q47702","P0ACQ4"
"P77376","P0ACQ4"
"P31134","P0ACQ4"
"P24224","P0ACQ4"
"P77509","P0ACQ4"
"P0ADT2","P0ACQ4"
"P30177","P0ACQ4"
"P0A8M6","P69820"
"P33644","P69820"
"P30011","P77624"
"A0A385XJL4","P0ACJ5"
"P0CF25","P0ACJ5"
"P0CF28","P0ACJ5"
"P0CF29","P0ACJ5"
"P77395","P77671"
"P0AFP4","P77671"
"P0ABS1","P60720"
"P37009","P0AF01"
"P0A8X2","P0A720"
"P07102","P0A720"
"P75958","P21363"
"P0ABS1","P21361"
"P0A7I7","P08244"
"P0AEK2","P21693"
"P60293","P0ACW6"
"P0AFP2","P0ACH5"
"P37329","P0ACH5"
"P52647","P0ACH5"
"P75970","P07010"
"P37329","P07010"
"P0A6I0","P07010"
"P09147","P0AAL6"
"P46122","P0AAL6"
"P77279","P0AAL6"
"P0AAN9","P0AAL6"
"P06992","P05194"
"P0ACZ8","P05194"
"P76034","P05194"
"P0AC81","P05194"
"P06136","P09184"
"P0ACF4","P09184"
"P0AB35","P09184"
"P0ACY9","P09184"
"P27111","P37744"
"Q47129","P37744"
"P36561","P37744"
"P0ACM2","P23841"
"P30750","P0ABK5"
"P13482","P0ABK5"
"P71244","P0ABK5"
"P37349","P16700"
"P30125","P16700"
"P31991","P16700"
"P77376","P16700"
"Q06065","P16700"
"P37349","P76558"
"P76091","P76558"
"P77333","P76558"
"P00452","P76558"
"P0AFU8","P76558"
"P0A912","P37338"
"P0AGD3","P37338"
"P0ACZ4","P37338"
"P76256","P76632"
"P76250","P76632"
"P36547","P76632"
"Q47150","P06722"
"P76217","P06722"
"P71298","P06722"
"P75829","P06722"
"P52106","P06722"
"P76016","P06722"
"P0AFP6","P0ADS2"
"P77277","P0ADS2"
"Q46942","P0ADS2"
"P0A884","P0ADS2"
"P76316","P45463"
"P76518","P45463"
"P0AA89","P45769"
"P64530","P45769"
"P75988","P45769"
"P0A908","P45769"
"P0A9X1","P45769"
"P18133","P0A6V1"
"P75767","P0A6V1"
"P10378","P0A6V1"
"P76228","P0A6V1"
"P0AF12","P0A6V1"
"P38051","P0A6V1"
"P24240","P0A6V1"
"P75989","P0AGJ7"
"P77301","P0AGJ7"
"P75893","P0AGJ7"
"P0AB35","P0AGJ7"
"P0AAJ1","P0AGJ7"
"P0A832","P0AGJ7"
"P75914","P0AGJ7"
"P0AFA5","P27129"
"P77552","P27129"
"P0A763","P27129"
"P18811","P27129"
"P03030","P27129"
"P77463","P32170"
"P76373","P32170"
"P37128","P32170"
"P0A805","P68206"
"P23917","P68206"
"P37751","P68206"
"P06966","P68206"
"P75713","P0A7A2"
"P0AE76","P0A7A2"
"P75942","P0A7A2"
"P0ABJ9","Q46856"
"P69910","Q46856"
"P75906","Q46856"
"P0ABT2","Q46856"
"P0A6P9","Q46856"
"P0A7K6","Q46856"
"P77580","P0AES9"
"P37617","P0AES9"
"P0ABJ3","P0AES9"
"P13482","P0AES9"
"P46852","P0AES9"
"P0ADF6","P0AES9"
"P19932","P37750"
"P0AG67","P37750"
"P75825","P07658"
"P0A9P6","P07658"
"P31545","P07658"
"P0AGJ5","P07658"
"P0A7W7","P07658"
"P0A7U3","P07658"
"P0A7V8","P07658"
"P0A7S9","P07658"
"P0AG48","P07658"
"P0A7U7","P07658"
"P0AA10","P07658"
"P42604","P07658"
"Q46864","P07658"
"P31663","P33937"
"P07024","P33937"
"P0A8E5","P33937"
"Q47536","P33937"
"P08337","P33937"
"P05042","P33937"
"P33221","P33937"
"P37642","P37659"
"P23869","P37659"
"P0A705","P37659"
"P0ADZ0","P37659"
"P76419","P64429"
"P15288","P64429"
"P76550","P64429"
"P0ABH7","P64429"
"P0A898","P64429"
"P0AG67","P64429"
"P0A972","P0AEQ6"
"P76536","P76551"
"P37339","Q46889"
"P0ABT2","P33591"
"P0A910","P33591"
"P0A7T3","P33591"
"P52096","P32057"
"P76004","P32057"
"P76223","P32057"
"P64519","P32057"
"P0A8R7","P32057"
"P39831","P32057"
"P77781","P32057"
"P76503","P76543"
"P77399","P76543"
"P0A7L3","P76543"
"P0A7U7","P76543"
"P77319","P76543"
"P77739","P76658"
"P37751","P76658"
"Q46811","P76658"
"P0AE78","P76658"
"P10408","P76658"
"P0A7K6","P76658"
"P0A9F1","P16433"
"P30750","P16433"
"P0A9P4","P39274"
"P0A8G9","P39274"
"P00350","P39274"
"P0AD33","P39274"
"P0ABB4","P39274"
"P0AG80","P39274"
"P00490","P39274"
"P0A988","P39274"
"P37747","P39274"
"P0A6S7","P39274"
"P37690","P39274"
"P09373","P39274"
"P0A850","P39274"
"P0ABT2","P39274"
"P68066","P39274"
"P0A7K6","P39274"
"P31448","P39274"
"P0ADE8","P46853"
"P0AB20","P46853"
"P46852","P46853"
"P45532","P46853"
"P15067","P46853"
"P0A9Q7","P46853"
"P0A7L3","P46853"
"P0ADY7","P46853"
"P0ACF4","P46853"
"P0AG67","P46853"
"P60422","P46853"
"P60624","P46853"
"P0AG48","P46853"
"P0A7K6","P46853"
"P0AG59","P46853"
"P0AA10","P46853"
"P0ADZ0","P46853"
"P0AGK4","P46853"
"P0AGJ5","P46853"
"P27247","P46853"
"P33022","P46853"
"P39902","P46853"
"P00895","P46853"
"P67910","P16528"
"P0AAS7","P16528"
"P0A7W7","P16528"
"P0A7L3","P16528"
"P0A7S9","P16528"
"P0A7L0","P16528"
"P60624","P16528"
"P0AA10","P16528"
"P75856","P0A814"
"Q93K97","P37678"
"P0A832","P37678"
"P75876","P0AF63"
"P31455","P0AF63"
"P0A7S3","P0AF63"
"P0A7X3","P0AF63"
"P0ADY7","P0AF63"
"P60422","P0AF63"
"P0A7L0","P0AF63"
"P52138","P0AF63"
"P0AG59","P0AF63"
"P45577","P0ADV5"
"P52647","P0ADV5"
"P33129","P0ADV5"
"P0ACH5","P0ADV5"
"Q46798","P0ADV5"
"P0ADI4","P37645"
"Q46858","P37645"
"P61889","P37645"
"P0ADZ0","P37645"
"P25798","P37645"
"P0A9X4","P13518"
"P0A7U7","P13518"
"P63224","P76389"
"P0ACF8","P76389"
"P0A7U7","P76389"
"P0A805","P75905"
"P0A9K3","P0AF36"
"P23917","P0AF36"
"P0AAM1","P0AF36"
"P0AAB8","P0AF36"
"P46130","P0AF36"
"P0AAC8","P0AF36"
"P32156","P0AF36"
"P32162","P0AF36"
"P37330","P0AF36"
"P0A8W5","P0AF36"
"P69428","P0AF36"
"P37640","P0AF36"
"P0AB61","P0AF36"
"P76078","P0AF36"
"P0AGG4","P0AC86"
"P25516","P0AC86"
"P0AD61","P0AC86"
"P0AA04","P0AC86"
"P30870","P0AC86"
"P32053","P0AC86"
"P0A850","P39199"
"P0A9K3","P39199"
"P33916","P39199"
"P76114","P39199"
"P76540","P76541"
"P0ACF4","P45465"
"Q46807","P45465"
"P76228","P45465"
"P13033","P45465"
"P09151","P0CF40"
"P09151","P0CF41"
"P09151","P0CF42"
"P09151","P0CF43"
"P09151","P0CF44"
"P09151","P0CF45"
"P18775","P0AB83"
"P77432","P45523"
"P10378","P45523"
"P0A6F1","P45523"
"P77366","P45523"
"P31130","P45523"
"P0A8V0","P45523"
"Q46897","P45523"
"P77396","P45523"
"P33634","P45523"
"P0A9F1","P80645"
"P0ABQ4","P80645"
"P18133","P80645"
"P19930","P0A6Z6"
"P0AE58","P0A6Z6"
"P77585","P0A6Z6"
"P77295","P0A6Z6"
"P64463","P0A6Z6"
"P21513","P23003"
"P21515","Q46798"
"P77223","Q46798"
"P0AGB6","Q46798"
"P0DMC9","Q46798"
"P0ADR6","Q46798"
"P23481","P26647"
"P0A873","P26647"
"P40710","P26647"
"P0A9N4","P24178"
"P76556","P24178"
"P30958","P24178"
"P69434","P24178"
"P23857","P24178"
"P64542","P24178"
"P0ABF4","P24178"
"P69346","P24178"
"P0A8D0","P24178"
"P0AF28","P24178"
"P0AFI7","P24178"
"P77783","P69853"
"P18775","P69853"
"P0A9K9","P0ADX1"
"P76539","P0ADX1"
"P0ADZ0","P0ADX1"
"P33232","P25531"
"P04968","P13029"
"P15977","P13029"
"P09831","P13029"
"P02918","P13029"
"P13656","P13029"
"P76339","P13029"
"P69811","P13029"
"P05852","P13029"
"P0ADC3","P69924"
"P77399","P45464"
"Q46811","P45464"
"P16433","P45464"
"P09151","P33225"
"P08337","P33225"
"P0AAT2","P23721"
"P0AEF4","P23721"
"P60785","P0ADM6"
"P31459","P0ADM6"
"P37051","P0ADM6"
"P76577","P0ADM6"
"P20099","P0ADM6"
"P32053","P06864"
"P0A6S3","P06864"
"P77409","P06864"
"P0A955","P06864"
"P25437","P06864"
"P0AEM0","P06864"
"P25526","P06864"
"P0A9A9","P27296"
"P69741","P0A921"
"P0AD61","P0A921"
"P0ACQ0","P0A921"
"A0A4D6FVT4","P0A921"
"P0A717","P0A921"
"P0AFW4","P0A921"
"P37641","P0A921"
"P0A8P6","P0A921"
"P0ADY1","P0AEL6"
"P37028","P0AEL6"
"P22106","P0AF24"
"P0AD70","P52107"
"P0AFQ2","P0ABW9"
"P09151","P23837"
"Q47706","P77150"
"P0A962","P77256"
"P0AE12","P36562"
"P0AFS9","P0A930"
"P60240","P0A930"
"P0A6G7","P76396"
"P00893","P08194"
"P64467","P52102"
"P0AAT9","P52102"
"P64517","P52102"
"P77398","P05706"
"P76092","Q46803"
"P21693","Q46803"
"P33228","Q46803"
"P16659","Q46803"
"P75616","P0A7Q6"
"P0A7N4","P0A7Q6"
"P37177","P0A756"
"P76053","P0A756"
"P0A953","P0AB93"
"P0AD53","P0AB93"
"P75792","P0AB93"
"P37014","P07654"
"P0A6H5","P0A7B8"
"P0A9M0","P0A7B8"
"P0A7K6","P0A7B8"
"P60723","P0A7B8"
"P0ABD8","P0A7B8"
"P24182","P0A7B8"
"P0ABL8","P0A7B8"
"P0A9Q5","P0A7B8"
"P0ADS9","P0A7B8"
"P09546","P0A7B8"
"P77668","P0A7B8"
"P25527","P0A7B8"
"P37642","P0A7B8"
"P0A8H6","P0A7B8"
"Q46844","P0A7B8"
"P0A858","P0A7B8"
"P0A9A9","P24252"
"P07862","P12282"
"P0A9A9","P12282"
"P09151","P75821"
"P03007","P31808"
"Q47151","P31808"
"P17952","P15033"
"P52107","P15033"
"P0AD70","P15033"
"P0AAN5","P15033"
"P76187","P76190"
"P00634","P76190"
"P75779","P76190"
"P0AE30","P76190"
"P77657","P17411"
"P0AEK2","P17411"
"P37349","P76220"
"P0A6D3","P0A962"
"P77183","P67826"
"P0AAN9","P67826"
"P0A9L8","P67826"
"P0ACS9","P67826"
"P76231","P67826"
"P75882","P77398"
"P0A8E5","P77398"
"P60240","P77398"
"P77297","P77398"
"P41409","P77398"
"P0AB46","P77398"
"P76077","P77398"
"P19934","P0A959"
"P0AG74","P0A959"
"P0A836","P0A959"
"P77302","P0A959"
"P0AEL8","P08839"
"P06149","P08839"
"P15038","P08839"
"P75959","P08839"
"P07330","P08839"
"P77333","P08839"
"P31129","P08839"
"P23857","P04994"
"P0AD03","P04994"
"P0A7N1","P04994"
"P77396","P04994"
"P77445","P04994"
"P31658","P17115"
"P76484","P17115"
"P36561","P17115"
"P0AFQ5","Q46943"
"P63746","Q46943"
"P77249","Q46943"
"P75862","P04425"
"P00816","P04425"
"P36562","P04425"
"P08395","P04425"
"P13000","Q46844"
"Q46898","Q46844"
"P0ADS9","Q46844"
"P0AFJ5","P0AA16"
"P76053","P0AA16"
"P64606","P0AA16"
"P0A756","P0AA16"
"P75779","P0AA16"
"Q47083","P0AA16"
"P64588","P0AA16"
"P0AAM1","P69428"
"P64578","P69428"
"P0AFM6","P69428"
"P0ABS8","P69428"
"P0AFC7","P69428"
"P0AAC8","P69428"
"P64585","P69428"
"P0A9B2","P00562"
"P45508","P00562"
"P08337","P00562"
"P0AG27","P00562"
"P0A867","P0A9S5"
"P0A988","P0A9S5"
"P24186","P0A9S5"
"P25526","P0A9S5"
"P09551","P0A9S5"
"P76550","P0A9S5"
"P0A940","P0A9S5"
"P19319","P0A9S5"
"P0AEF4","P0A9S5"
"P77381","P0A9S5"
"P0ABE5","P0A9S5"
"P11663","P0A9S5"
"P76461","P0A9S5"
"P0AE01","P0A9S5"
"Q46915","P0A9S5"
"P0AC30","P0A9S5"
"P0ACN7","P0A9S5"
"P75838","P32721"
"P0AAP3","P32721"
"P75796","P32721"
"P52127","P32721"
"P27302","P32721"
"P75958","P0A784"
"P67601","P0A784"
"P0A7B8","P0A784"
"P17445","P0A784"
"P0A915","P0A784"
"P0ADS9","P0A784"
"Q93K97","P0A784"
"P39206","P39161"
"P75713","P39161"
"P31826","P39161"
"P0A7Z0","P39161"
"P52106","P39161"
"P67080","P39161"
"P0A6J8","P24169"
"P00962","P24169"
"P07024","P75793"
"P63228","P0AFK9"
"P30958","P0AFK9"
"P37002","P75991"
"Q47149","P75991"
"P46883","P77455"
"P77432","P24171"
"P36938","P24171"
"P0A8X2","P77754"
"P43340","P77754"
"P0A720","P77754"
"P77698","P17994"
"P0C7L2","Q47013"
"P23827","Q47013"
"P64534","P78271"
"P76161","P78271"
"P0A972","P0A6L2"
"P61320","P0A6L2"
"P76459","P0A6L2"
"P0AER3","P0A6L2"
"P76114","P0A6L2"
"P11458","P10902"
"P68646","P10902"
"P19624","P10902"
"P07604","P10902"
"P19318","P10902"
"P77237","P33634"
"P77360","P52127"
"P00914","P52127"
"P00350","P52127"
"P31827","P65870"
"P76150","P65870"
"P77216","P65870"
"P77791","P08371"
"P36645","P08371"
"P75687","P65298"
"P31992","P65298"
"P0A9I5","P65298"
"P0AD07","P65298"
"P52006","P65298"
"P75694","P65298"
"P52128","P65298"
"P21437","P65298"
"P64570","P65298"
"P0ABS8","P0ADU2"
"P0AD07","P0ADU2"
"P0ABX8","P0ADU2"
"P0AFS3","P45472"
"P0AGG4","P45472"
"Q47270","P45472"
"P36767","P0ACP5"
"P76015","P37624"
"P07813","P37624"
"P77495","P37624"
"P40874","P37624"
"P0AEJ4","P37624"
"P0AAG8","P37624"
"P18196","P37646"
"P31068","P37648"
"P0ACW6","P37648"
"P42599","P27862"
"P06612","P27862"
"P0AFW0","P27862"
"P64548","P27862"
"P06710","P0A8R0"
"P76235","P0A8R0"
"P33343","P0A8R0"
"P0A9K3","P0A8R0"
"P37765","P0A8R0"
"P0AGJ5","P0A8R0"
"P0AG44","P0A8R0"
"P63386","P0A8R0"
"P32169","P0A8R0"
"P37028","P0A8R0"
"P0A887","P0A8R0"
"P33919","P32669"
"P37636","P32669"
"P10441","P32669"
"P26281","P32669"
"P64506","P32674"
"P0AFI2","P32674"
"P09154","P32675"
"P64572","P32675"
"P76116","P30136"
"P30850","P30136"
"P0AAL3","P30136"
"P77334","P0AFK0"
"P0A6D0","P0AFK0"
"P0ABD8","P0AFK0"
"P06960","P0AFK0"
"P24182","P0AFK0"
"Q47269","P0AB89"
"P0A805","P0AB89"
"P36645","P0AB89"
"P75843","P0AAH4"
"P16525","P0AET8"
"P0ACK5","P0AET8"
"P0AEK4","P0AET8"
"P37002","P64490"
"Q47149","P64490"
"P30147","P64490"
"P75991","P64490"
"P69791","P64490"
"P31552","P02924"
"P28917","P02924"
"P43533","P0AC19"
"P33235","P0AC19"
"P29744","P0AC19"
"P0AAB2","P0AC19"
"P69791","P0AC19"
"P0AAG8","P71229"
"P37052","P71229"
"P0A7I0","P71229"
"P0A7E1","P71229"
"P10805","P71229"
"P13039","P71229"
"P77668","P71229"
"P75829","P0AFI9"
"P36547","P0AFI9"
"A0A385XJL4","P76577"
"P0CF25","P76577"
"P0CF28","P76577"
"P0CF29","P76577"
"P25539","P76577"
"P57998","P76577"
"P37051","P76577"
"P0A879","P76585"
"P0C7L2","P76585"
"P52101","P64548"
"P12281","P64548"
"P33341","P33997"
"P63746","P33997"
"P77249","P33997"
"P0AAG3","P52124"
"P0ADG7","P52124"
"P0ABH9","P0AEC5"
"P76403","P0AEC5"
"P33602","P0AEC5"
"P0A9S3","P0AEC5"
"P08622","P69922"
"P0A6Z3","P69922"
"P76402","P69922"
"P77396","Q46927"
"P77147","Q46927"
"P31550","P76641"
"P21599","P76641"
"P76316","P76641"
"P08202","P76641"
"P21888","P76641"
"P0AEK7","Q46829"
"P0A6C5","Q46829"
"P76149","Q46829"
"P45565","Q46829"
"P77712","P0A9T0"
"P76115","P0A9T0"
"P37325","P64572"
"P00895","P64572"
"P39206","P0ACL2"
"P37760","P0ACL2"
"P76115","P0ACL2"
"P36979","P0ACL2"
"P0A982","P0A6L4"
"P28721","P0A6L4"
"P0AAN5","P0A6L4"
"P52005","P36929"
"P75804","P36929"
"P16095","P36929"
"P77445","P36929"
"P31134","P36929"
"P07813","P0AEJ4"
"P40874","P0AEJ4"
"P37745","P37197"
"P24175","P37197"
"P75919","P37197"
"P0A7M6","P37649"
"P77319","P37649"
"P04825","P37649"
"P00957","P37652"
"P0A8L1","P37652"
"P0A6Q3","P37652"
"P77432","P37652"
"P24171","P37652"
"P17994","P37652"
"P77212","P20099"
"P37051","P20099"
"P76577","P20099"
"P0A9J0","P20099"
"P0A7I0","P27242"
"P15067","P27242"
"P27247","P27242"
"P39902","P27242"
"P00895","P27242"
"P46853","P27242"
"P07014","P0ACM9"
"P31134","P0ACM9"
"P18392","P0ACM9"
"P13035","P0ACM9"
"P0A940","P0ACM9"
"P0A6P7","P0ACM9"
"P0AAI1","P32169"
"P06989","P28861"
"P0AG63","P28861"
"P33013","P28861"
"P0A796","P28861"
"P04335","P28861"
"P77489","P28861"
"P77495","P28861"
"P33136","P28861"
"P24174","P28861"
"P0A6D5","P29680"
"P21369","P29680"
"P33022","P29680"
"P46853","P29680"
"P15067","P0A744"
"P0AAC8","P0A744"
"P0AEF4","P31697"
"P0A9H1","P31697"
"P76461","P31697"
"P0AE01","P31697"
"P76422","P31697"
"P0A8D3","P0AE28"
"P15877","P0AFQ7"
"P75869","P0AFQ7"
"P0ACE3","P78061"
"P76014","P78061"
"Q47146","P78061"
"P23917","P52643"
"P13482","P52643"
"P75959","P77170"
"P0ADI0","P77170"
"P31062","P77570"
"P0AG90","P77570"
"P12999","P77570"
"P07862","P77564"
"P0AFQ2","P77564"
"P12282","P77564"
"P37329","P77690"
"P0ACH5","P77690"
"P07010","P77690"
"P31680","P77690"
"P00370","P09549"
"P77374","P09549"
"P0A959","P52140"
"P0A8W8","P52140"
"P0AEU0","P37180"
"Q46851","P26648"
"P76484","P26648"
"Q06065","P26648"
"P21507","P26648"
"P16700","P26648"
"P33355","P42597"
"P28915","P42597"
"P77237","P63417"
"P64588","P0ABD3"
"P50456","P0ABD3"
"P04036","P0AEX5"
"P76459","P00448"
"P23839","P00448"
"P37326","P00448"
"P60785","P39304"
"P0A7H0","P39304"
"P00957","P39304"
"P23862","P31062"
"P77791","P33229"
"P0A9F1","P33229"
"P78061","P33229"
"P0AEM0","P04949"
"P0A8G9","P04949"
"Q47269","P04949"
"P77381","P04949"
"P0ABE5","P04949"
"P0AA89","P04949"
"P0A843","P64521"
"P31060","P64521"
"P0AC69","P64521"
"P52643","P52125"
"P0A964","P52125"
"P0ACB2","P39099"
"P0A749","P39099"
"P0A817","P39099"
"P0AD53","P0A9V5"
"P52644","P0A9V5"
"P0A953","P0A9V5"
"P0AB93","P0A9V5"
"P04036","P27297"
"P75782","P27297"
"P09348","P27297"
"P0AEX5","P27297"
"P77704","P31456"
"P0A8E7","P32160"
"P76154","P32160"
"P76073","P32160"
"P0A7V8","P32160"
"P75782","P32160"
"P0AG90","P0AGG2"
"P30958","P37757"
"P02931","P76129"
"P31057","P76241"
"P40710","P76241"
"P04152","P76241"
"Q47685","P08192"
"P0A879","P08192"
"P77783","P08192"
"P0ACT6","P08192"
"P30015","P08192"
"P07026","P38506"
"P25535","P52061"
"P37095","P52061"
"P06136","P0AE56"
"P39163","P0AE56"
"Q46893","P0AE56"
"P0A6J1","P0AE56"
"P77147","P0AE56"
"Q46864","P0AE56"
"P0A8W8","P0AE56"
"P18776","P0ACS2"
"P04395","P0ACS2"
"P76573","P0ACS2"
"P27297","P0ACS2"
"P00805","P32712"
"P61517","P32712"
"P17443","P76463"
"P0A780","P76463"
"P69367","P76463"
"P64426","P76463"
"P77444","P76463"
"P77301","P0AEU0"
"P15288","P22787"
"Q46889","P22787"
"P64559","P22787"
"P0A9H1","P22787"
"P28916","P0A9J8"
"P0A7I0","P0A9J8"
"P76049","P64461"
"P0AEM4","P64461"
"P0AG76","P76186"
"P0C079","P76186"
"P0ACY1","P76290"
"P77485","P76290"
"P30859","P76290"
"P75856","P76290"
"P0ABL5","P0AAL3"
"P0A6L7","P0AAL3"
"P31802","P0AAL3"
"P0ACU2","P0AAL3"
"P28248","P0AAL3"
"P75994","P64570"
"P31992","P64570"
"P62617","P64570"
"P22524","P42592"
"P04825","P42592"
"P77257","P0AD96"
"P77768","P0AD96"
"P20083","P31448"
"P0ACC3","P31448"
"P0AEP7","P31448"
"P0AF16","P31448"
"P00946","P31448"
"P0AAJ8","P31448"
"P21514","P0ADM4"
"P0AB28","P0ADM4"
"P0A9D8","P0ADM4"
"P77376","P0ADM4"
"P24175","P0ADM4"
"P0A7N4","P0A7P5"
"P36680","P0A7P5"
"P0ABS1","P0A7P5"
"P06989","P39358"
"P42907","P39358"
"P0AG63","P39358"
"P31120","P39358"
"P0A8Y5","P39358"
"P77202","P07102"
"P0A9P4","P75914"
"P0AC55","P52108"
"Q47538","P52108"
"P69924","P09394"
"P77672","P77619"
"P08203","P77619"
"P00370","P77619"
"P75905","P77619"
"P0A8G0","P37128"
"P76373","P37128"
"P76555","P37128"
"P0AF28","P37128"
"P14294","P37128"
"P12282","P37128"
"P17411","P37128"
"P0AGB6","P25894"
"P0ADS6","P25894"
"P0DMC9","P25894"
"P0A9H9","P25894"
"P0AER3","P25894"
"Q46798","P25894"
"P76162","P21170"
"P0A6L9","P21170"
"P0AAK4","P21170"
"P0AC81","P21170"
"P0AAP5","P21170"
"P69222","P21170"
"P0A8P1","P21170"
"P23862","P21170"
"Q47270","P21170"
"P76402","P00954"
"P0AE18","P00954"
"P69922","P00954"
"P0A7G2","P00954"
"P16456","P00954"
"P0ACV2","P00954"
"P66948","P0C0K3"
"P30871","P0C0K3"
"P36566","P0C0K3"
"P67826","P0C0K3"
"P46144","P0C0K3"
"A0A385XJL4","P32144"
"P0CF25","P32144"
"P0CF28","P32144"
"P0CF29","P32144"
"P57998","P32144"
"P76577","P32144"
"P0ACJ5","P32144"
"P37127","P32144"
