"N1","N2"
"P09053","P0A6B4"
"P0AB80","P0A6B4"
"P0AF28","P27896"
"P31802","P27896"
"P0A877","P00895"
"P0A879","P00895"
"P00909","P00895"
"P00904","P00895"
"P78061","P37906"
"P76038","P37906"
"P23883","P37906"
"P50457","P76149"
"P23857","P0A6V5"
"P31142","P0A6V5"
"P77455","P76085"
"P76077","P76085"
"P76078","P76085"
"P76079","P76085"
"P76081","P76085"
"P76082","P76085"
"P77467","P76085"
"P76083","P76085"
"P0C7L2","P76085"
"P25553","P0A9S1"
"P25553","P11553"
"P0AB87","P11553"
"P69922","P11553"
"P25553","P33232"
"P77674","P42588"
"P69910","P69908"
"P0AB67","P0A7B3"
"P07001","P0A7B3"
"P0AFS3","P0AC19"
"P52108","P18392"
"P05804","P39160"
"P0A8G3","P39160"
"P37647","P39160"
"P24215","P39160"
"P23256","P0A853"
"P0ABK5","P0A853"
"P16703","P0A853"
"P06721","P0A853"
"P77570","P76535"
"P0AGD1","P00448"
"P0AGD3","P00448"
"P21179","P00448"
"P06999","P0AB74"
"P0A9S3","P0AB74"
"P0C8J8","P0AB74"
"P0C8J6","P0AB74"
"P0C8K0","P0AB74"
"P37794","P17411"
"P76215","P77581"
"P76216","P77581"
"P76217","P77581"
"P0AE37","P77581"
"P16095","P42630"
"P30744","P42630"
"P0AGF6","P42630"
"P0A955","P0ADF6"
"P0AE67","P07363"
"P07330","P07363"
"P31677","P31678"
"P0AED5","P0AEC5"
"P0DMC9","P0DMC5"
"P39838","P0DMC5"
"P0DMC7","P0DMC5"
"P60757","P06989"
"P06988","P06989"
"P06986","P06989"
"P06987","P06989"
"P60595","P06989"
"P10371","P06989"
"P60664","P06989"
"P30847","P69228"
"P76422","P30136"
"P33025","P30235"
"Q06067","Q06065"
"P09394","P0A6F3"
"P0A9C0","P0A6F3"
"P13033","P0A6F3"
"P0A996","P0A6F3"
"P13035","P0A6F3"
"P10908","P0A6F3"
"P77690","P76473"
"P77757","P76473"
"P77398","P76473"
"P0A959","P77434"
"P0ACZ4","P30855"
"P0A6V8","P62601"
"P0A6V8","P28904"
"P0ABK5","P0A9D4"
"P16703","P0A9D4"
"P19636","P0AEJ6"
"P0A763","P25552"
"P0AG20","P25552"
"P0AG24","P25552"
"P0AFU4","P52101"
"P25526","P22256"
"P0A6W9","P04425"
"P27253","P52043"
"P52045","P52043"
"P60651","P28629"
"P21170","P28629"
"P52076","P40719"
"P23524","P39829"
"P0ABQ2","P39829"
"P23522","P39829"
"P0AEC3","P0A9Q1"
"P45425","P0A6L4"
"P0A761","P0A6L4"
"P0AC00","P45541"
"P45543","P45541"
"P0AEJ4","P0AA16"
"P0A6U8","P07762"
"P0A6V1","P07762"
"P09099","P00944"
"P07913","P0AB77"
"P37692","P25742"
"P24173","P25742"
"P27242","P25742"
"P27240","P25742"
"P27129","P25742"
"P27128","P25742"
"P27127","P25742"
"P25741","P25742"
"P25740","P25742"
"P09835","P0AGA6"
"P31459","Q6BF17"
"Q6BF16","Q6BF17"
"P04982","P0A9J6"
"P0AC78","P56258"
"P27828","P56258"
"P27829","P56258"
"P27830","P56258"
"P61887","P56258"
"P27832","P56258"
"P27833","P56258"
"P27836","P56258"
"P32169","P32171"
"P32170","P32171"
"P0AE82","P0AE88"
"P14377","P14375"
"P0ABK9","P0ABL1"
"P16692","P16685"
"P16689","P16685"
"P16679","P16685"
"P16688","P16685"
"P16687","P16685"
"P16686","P16685"
"P30844","P30843"
"G1E6H3","P30843"
"P0AD01","P0AEC8"
"P39300","P39306"
"P39304","P39306"
"P39305","P39306"
"P08368","P08401"
