node1 node2 experimental database textmining combined_score
PA0030 PA1811 0 360 0 360
PA0030 PA5230 0 360 0 360
PA0030 PA0889 0 360 0 360
PA0030 PA1257 0 360 0 360
PA0030 PA0206 0 360 0 360
PA0030 PA4455 0 360 0 360
PA0030 PA2409 0 360 0 360
PA0030 PA4194 0 360 0 360
PA0030 PA3313 0 360 0 360
PA0030 PA0280 0 360 0 360
PA0030 PA5450 0 540 0 540
PA0030 PA4502 0 360 0 360
PA0030 PA4497 0 360 0 360
PA0030 PA5155 0 360 0 360
PA0030 PA5376 406 800 117 885
PA0030 PA5154 0 360 0 360
PA0030 PA0326 0 360 0 360
PA0030 PA5451 0 360 0 360
PA0030 PA3538 0 360 0 360
PA0030 PA2925 0 360 0 360
PA0030 PA5388 0 540 0 540
PA0030 PA4461 0 360 0 360
PA0030 PA5317 0 360 0 360
PA0030 PA2058 0 360 0 360
PA0030 PA3254 0 360 0 360
PA0030 PA5075 0 360 0 360
PA0030 PA2678 0 360 0 360
PA0030 PA3211 0 360 0 360
PA0030 PA5378 0 540 0 540
PA0030 PA2341 0 540 0 540
PA0030 PA3607 0 360 0 360
PA0030 PA2924 0 360 0 360
PA0030 PA0313 0 360 0 360
PA0030 PA5500 0 540 0 540
PA0030 PA3828 0 540 0 540
PA0030 PA5501 0 360 0 360
PA0030 PA1810 0 360 0 360
PA0030 PA2408 0 540 0 540
PA0030 PA2202 0 360 0 360
PA0030 PA5094 406 800 117 885
PA0030 PA2811 0 360 0 360
PA0030 PA1258 0 360 0 360
PA0030 PA3889 0 540 0 540
PA0030 PA3891 0 540 0 540
PA0030 PA1340 0 360 0 360
PA0030 PA3827 0 540 0 540
PA0030 PA2203 0 360 0 360
PA0030 PA1341 0 360 0 360
PA0031 PA4270 312 0 0 311
PA0031 PA2395 433 0 0 433
PA0031 PA5337 383 0 0 382
PA0031 PA1866 274 0 0 274
PA0031 PA4238 384 0 0 384
PA0031 PA1045 274 0 0 274
PA0031 PA0071 433 0 0 433
PA0033 PA1976 61 0 169 186
PA0033 PA3271 61 0 357 370
PA0033 PA3946 61 0 144 161
PA0033 PA3704 61 0 150 167
PA0033 PA0413 61 0 150 167
PA0033 PA2177 61 0 169 186
PA0033 PA0928 61 0 135 153
PA0033 PA2137 61 0 170 187
PA0033 PA1243 61 0 367 380
PA0033 PA2786 61 0 169 186
PA0033 PA1992 61 0 244 259
PA0033 PA2583 61 0 144 161
PA0034 PA0928 321 0 223 449
PA0034 PA2567 61 0 149 166
PA0034 PA4112 321 0 150 398
PA0034 PA1430 152 0 61 169
PA0034 PA1136 152 0 61 169
PA0034 PA2786 231 0 102 279
PA0034 PA2137 131 0 128 209
PA0034 PA3060 162 0 0 161
PA0034 PA0600 325 0 150 401
PA0034 PA1181 61 0 167 184
PA0034 PA3477 152 0 61 169
PA0034 PA2778 178 0 0 177
PA0034 PA2177 231 0 102 279
PA0034 PA3462 231 0 101 279
PA0034 PA3974 231 0 74 257
PA0034 PA1979 207 0 88 245
PA0034 PA4437 162 0 0 161
PA0034 PA1611 144 0 98 194
PA0034 PA2583 296 0 101 340
PA0034 PA5017 61 0 138 155
PA0034 PA1992 153 0 147 246
PA0034 PA4982 231 0 74 257
PA0034 PA3074 178 0 0 177
PA0034 PA3044 185 0 53 195
PA0034 PA1243 326 0 170 416
PA0034 PA3271 231 0 166 331
PA0034 PA3946 376 0 168 458
PA0034 PA1396 145 0 74 174
PA0034 PA1976 231 0 102 279
PA0034 PA2824 231 0 74 257
PA0035 PA0651 0 0 357 357
PA0035 PA3165 0 0 152 151
PA0035 PA1903 0 0 395 394
PA0035 PA0649 0 0 225 224
PA0035 PA4447 0 0 152 151
PA0035 PA0036 806 900 357 986
PA0035 PA1002 0 0 225 224
PA0035 PA1276 0 0 152 151
PA0035 PA2531 0 0 152 151
PA0035 PA4214 0 0 395 394
PA0036 PA0035 806 900 357 986
PA0036 PA0649 0 0 223 223
PA0036 PA1002 0 0 223 223
PA0036 PA0651 0 0 532 531
PA0036 PA1903 0 0 395 394
PA0036 PA3113 0 0 358 358
PA0036 PA2609 0 0 223 223
PA0036 PA0650 0 0 535 534
PA0036 PA4214 0 0 395 394
PA0040 PA0692 0 540 0 540
PA0040 PA0690 70 540 96 579
PA0040 PA4625 70 540 96 579
PA0040 PA2463 0 540 0 540
PA0040 PA4540 0 540 0 540
PA0040 PA2462 70 0 225 248
PA0040 PA4624 0 540 0 540
PA0041 PA3648 0 0 225 224
PA0041 PA2543 249 0 0 248
PA0041 PA3339 249 0 0 248
PA0044 PA3842 900 0 0 900
PA0045 PA3062 0 0 231 230
PA0049 PA5023 215 0 0 215
PA0051 PA2253 0 900 0 900
PA0051 PA3459 0 900 0 900
PA0051 PA2084 0 900 0 900
PA0051 PA0903 175 0 0 175
PA0051 PA1337 0 900 0 900
PA0051 PA4560 162 0 0 161
PA0057 PA3334 201 0 0 201
PA0057 PA1209 195 0 0 195
PA0057 PA2103 195 0 0 195
PA0057 PA3327 201 0 0 201
PA0057 PA5118 195 0 0 195
PA0057 PA2978 244 0 0 243
PA0057 PA4254 244 0 0 243
PA0057 PA3982 328 0 0 328
PA0057 PA5130 195 0 0 195
PA0057 PA0589 195 0 0 195
PA0057 PA1869 201 0 0 201
PA0057 PA2279 244 0 0 243
PA0057 PA2400 201 0 0 201
PA0057 PA4420 328 0 0 328
PA0057 PA2424 201 0 0 201
PA0057 PA2966 201 0 0 201
PA0057 PA3114 328 0 0 328
PA0057 PA3943 195 0 0 195
PA0065 PA0002 162 0 0 161
PA0065 PA0608 0 900 0 900
PA0065 PA1812 166 0 0 165
PA0065 PA2974 0 900 0 900
PA0066 PA4676 399 0 0 398
PA0066 PA0102 399 0 0 398
PA0066 PA2053 399 0 0 398
PA0070 PA5570 195 0 0 195
PA0070 PA4433 195 0 0 195
PA0070 PA4240 195 0 0 195
PA0070 PA2741 195 0 0 195
PA0070 PA4237 195 0 0 195
PA0070 PA4267 195 0 0 195
PA0070 PA4932 195 0 0 195
PA0070 PA0972 346 0 81 373
PA0070 PA4934 195 0 0 195
PA0070 PA3745 195 0 0 195
PA0070 PA4262 195 0 0 195
PA0070 PA4241 195 0 0 195
PA0070 PA4263 195 0 0 195
PA0070 PA4248 195 0 0 195
PA0070 PA4671 195 0 0 195
PA0070 PA0742 171 0 0 171
PA0070 PA4245 195 0 0 195
PA0070 PA3600 162 0 0 161
PA0070 PA4935 195 0 0 195
PA0070 PA4432 195 0 0 195
PA0070 PA4249 195 0 0 195
PA0070 PA2970 195 0 0 195
PA0070 PA4261 195 0 0 195
PA0070 PA1981 171 0 0 171
PA0070 PA4244 195 0 0 195
PA0070 PA4257 195 0 0 195
PA0070 PA4253 195 0 0 195
PA0070 PA5316 195 0 0 195
PA0070 PA3422 132 0 74 161
PA0070 PA5315 195 0 0 195
PA0070 PA4252 195 0 0 195
PA0070 PA4242 162 0 0 161
PA0070 PA1812 188 0 134 266
PA0070 PA4264 195 0 0 195
PA0070 PA4568 195 0 0 195
PA0070 PA4260 195 0 0 195
PA0070 PA4056 151 0 0 150
PA0070 PA3647 103 0 97 155
PA0070 PA4246 195 0 0 195
PA0070 PA4741 195 0 0 195
PA0070 PA4259 195 0 0 195
PA0070 PA0579 195 0 0 195
PA0070 PA4947 188 0 102 239
PA0070 PA1974 162 0 98 211
PA0070 PA2461 171 0 0 171
PA0070 PA4258 195 0 0 195
PA0070 PA4239 195 0 0 195
PA0070 PA4251 195 0 0 195
PA0070 PA3619 346 0 81 373
PA0070 PA4256 195 0 0 195
PA0070 PA4254 195 0 0 195
PA0070 PA4250 198 0 0 198
PA0070 PA3656 195 0 0 195
PA0070 PA4255 195 0 0 195
PA0070 PA2742 195 0 0 195
PA0070 PA3082 132 0 74 161
PA0070 PA4247 195 0 0 195
PA0070 PA3648 103 0 98 156
PA0070 PA3742 195 0 0 195
PA0070 PA4567 195 0 0 195
PA0070 PA4702 171 0 0 171
PA0070 PA3923 132 0 74 161
PA0070 PA4268 195 0 0 195
PA0070 PA4563 195 0 0 195
PA0071 PA0183 433 0 0 433
PA0071 PA0670 0 0 152 151
PA0071 PA0031 433 0 0 433
PA0071 PA2333 433 0 0 433
PA0071 PA0923 0 0 152 151
PA0072 PA3421 360 0 98 398
PA0072 PA3081 360 0 98 398
PA0072 PA4594 446 0 98 478
PA0072 PA4668 0 0 164 163
PA0072 PA0383 360 0 98 398
PA0072 PA0073 446 0 98 478
PA0072 PA2390 446 0 242 562
PA0072 PA4064 446 0 98 478
PA0072 PA2614 360 0 98 398
PA0072 PA2987 446 0 98 478
PA0072 PA3922 360 0 98 398
PA0072 PA3691 273 0 0 273
PA0073 PA4374 205 0 98 252
PA0073 PA0425 205 0 98 252
PA0073 PA3404 173 0 104 227
PA0073 PA4065 396 0 98 431
PA0073 PA0427 173 0 61 190
PA0073 PA1435 205 0 98 252
PA0073 PA2493 205 0 98 252
PA0073 PA1875 173 0 104 227
PA0073 PA2986 446 0 98 478
PA0073 PA0072 446 0 98 478
PA0073 PA2614 339 0 0 339
PA0073 PA0157 205 0 98 252
PA0073 PA4599 205 0 98 252
PA0073 PA4974 173 0 104 227
PA0073 PA4144 173 0 104 227
PA0073 PA1238 173 0 61 190
PA0073 PA4056 170 0 0 169
PA0073 PA1248 173 0 104 227
PA0073 PA4597 173 0 61 190
PA0073 PA2525 173 0 61 190
PA0073 PA2495 173 0 61 190
PA0073 PA4593 396 0 121 446
PA0073 PA1812 155 0 0 154
PA0073 PA3922 339 0 0 339
PA0073 PA3894 173 0 61 190
PA0073 PA2389 205 0 98 252
